PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,ModelPitchType,ModelConfidence,ModelPitchTypeRaw,ModelConfidenceRaw,ModelRetagReason,ModelTop3
34,2026-02-21,14:49:57,2,2,"Moore, Nolan",1000287435,Left,TEX_BOB,"DiPaolo, Luca",810843,Right,GON_BUL,Undefined,2,Top,1,0,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0,0,NA,94.7013,-3.601028,1.394355,2549.541599,177.774281,12:00:00,6.38259,-1.47226,5.48963,-17.96761,13.24863,-0.48224,1.5109,-0.2077,88.15603,-6.908928,1.308426,0.402126,104.32267,4.57632,0.529694,1827.786734,NA,NA,NA,134.19583,134.19583,1.689024,1.039283,0.56445,7.79831,1.35042,50,6.05443,-3.32435,-137.47087,-9.31197,1.099,25.49512,-16.99073,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,e188dd40-0f66-11f1-b531-13870623a0f8,93.733,4.28713,NA,6.54528,NA,NA,NA,1.9171,1.56042,0.17711,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:49:57,2026-02-21T20:49:57Z,2026-02-21T20:49:57Z,GroundBall,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,6394ba63-8075-4747-a7a4-4a4cf43e2c6b,55.01434,-138.39769,12.74756,6.38172,-8.6943,-8.49536,1.47199,-3.3643,0.5495,217.197614,2.1856,148.90562,-21.32708,NA,NA,NA,NA,NA,NA,1.59816,11.71516,-12.78435,NA,NA,NA,NA,NA,NA,0.14066,1.90686,1.72527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,154.544333,-36.954795,2037.364395,0.79911,11:15:00,0.595811,0.380549,-0.707242,28.312959,10.606752,-52.545799,168.571689,17.196837,0.189284,0.295655,-0.936354,17.52359,10.910985,0.295655,0.189284,0.936354,-17.52359,-10.910985,-0.295655,-0.189284,0.936354,-168.571689,-17.196837,-0.189284,-0.295655,-0.936354,NA,NA,NA,NA,NA,NA
35,2026-02-21,14:50:32,3,1,"Moore, Nolan",1000287435,Left,TEX_BOB,"Cisneros, Andy",1000242078,Right,GON_BUL,Undefined,2,Top,1,0,0,Sweeper,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.54851,-0.237828,-0.86882,2765.290831,293.018277,03:45:00,6.44463,-1.61115,4.49784,-48.58577,-2.34654,7.86843,2.16917,-1.78337,74.53446,-8.841947,0.510658,0.489414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.01575,-0.79102,1.69437,50,6.37231,1.40261,-114.35387,-2.35263,-5.4916,14.60568,-33.2558,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,f6af23f0-0f66-11f1-b531-13870623a0f8,77.01541,NA,NA,4.01405,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:50:32,2026-02-21T20:50:32Z,2026-02-21T20:50:32Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,192bcb2e-5f2d-4ab0-a1a4-38a23e0c8dfa,56.0088,-115.11877,7.30284,6.44991,-0.611,-16.6279,1.61338,1.6902,-2.7458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,312.042969,-76.40627,649.942212,0.235036,04:30:00,0.974978,-0.170512,0.142633,1.329888,-51.952563,-34.921808,133.35054,23.824168,0.665205,0.403931,-0.627966,32.750624,41.698063,0.403931,0.665205,0.627966,-32.750624,-41.698063,-0.403931,-0.665205,0.627966,-133.35054,-23.824168,-0.665205,-0.403931,-0.627966,NA,NA,NA,NA,NA,NA
36,2026-02-21,14:50:50,3,2,"Moore, Nolan",1000287435,Left,TEX_BOB,"Cisneros, Andy",1000242078,Right,GON_BUL,Undefined,2,Top,1,1,0,Fastball,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,92.57892,-1.719614,1.96853,2432.688628,163.729325,11:30:00,6.31024,-1.46541,5.58905,-19.78414,12.72552,-3.45744,3.05433,0.08544,85.9203,-5.38216,1.351806,0.410372,67.24079,45.804261,135.936708,4038.903373,NA,NA,NA,NA,50.0728,NA,NA,2.22453,7.13811,1.29866,50,6.14951,-4.47253,-134.54811,-4.7447,4.14233,24.86894,-18.88211,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,01766320-0f67-11f1-b531-13870623a0f8,91.84947,42.67213,NA,6.65862,NA,NA,NA,0.73306,3.15897,-0.04024,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:50:50,2026-02-21T20:50:50Z,2026-02-21T20:50:50Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,cb106132-8c7b-42a2-8bda-9975d19354a7,54.91462,-135.45345,12.43447,6.30973,-4.05731,-9.44105,1.46422,-4.62333,2.07116,331.093831,0.73306,-49.40103,-1.92721,1.15561,-0.41302,0.1126,-0.01936,-0.0022,0.0018600000000000000,3.15897,70.7066,-26.69939,3.03465,-0.50216,0.06266,-0.00615,-4.3E-04,2.9E-04,-0.04024,47.81174,-7.41605,2.94953,-0.73525,0.12773,0.01496,-0.03005,0.01035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA,148.897933,-29.826725,2110.439003,0.867534,11:00:00,0.508938,0.462861,-0.72577,24.334463,34.947109,-64.533818,164.618903,17.94602,0.252333,0.308121,-0.917273,18.5677,14.615638,0.308121,0.252333,0.917273,-18.5677,-14.615638,-0.308121,-0.252333,0.917273,-164.618903,-17.94602,-0.252333,-0.308121,-0.917273,NA,NA,NA,NA,NA,NA
37,2026-02-21,14:51:10,3,3,"Moore, Nolan",1000287435,Left,TEX_BOB,"Cisneros, Andy",1000242078,Right,GON_BUL,Undefined,2,Top,1,1,1,Changeup,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,84.48614,-0.672402,2.135609,1599.406366,153.403552,11:00:00,6.15599,-1.68063,5.06752,-28.58813,11.69119,-5.23091,3.13916,-0.1019,77.54072,-5.91378,1.211572,0.456786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15437,6.36725,1.48198,50,6.06976,-4.33668,-122.53327,-2.47022,4.81584,23.2651,-22.45311,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,0cf1fe30-0f67-11f1-b531-13870623a0f8,82.51667,NA,NA,6.94541,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:51:10,2026-02-21T20:51:10Z,2026-02-21T20:51:10Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,47f82019-75d4-4e98-8e45-9c6cb30f5e61,55.43246,-123.56042,11.63255,6.15694,-1.47893,-11.22656,1.67814,-4.5493,2.40792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,123.300455,-19.269022,1509.806844,0.94398,10:00:00,0.339813,0.792799,-0.505961,-54.805926,45.444298,53.667632,163.926481,-71.78131,0.086562,-0.94987,-0.300423,72.449004,-4.96586,0.94987,-0.086562,0.300423,-72.449004,4.96586,-0.94987,0.086562,0.300423,-163.926481,71.78131,-0.086562,0.94987,-0.300423,NA,NA,NA,NA,NA,NA
38,2026-02-21,14:51:29,3,4,"Moore, Nolan",1000287435,Left,TEX_BOB,"Cisneros, Andy",1000242078,Right,GON_BUL,Undefined,2,Top,1,2,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.84321,-1.688694,1.630158,2545.334672,154.132148,11:15:00,6.3733,-1.44898,5.3973,-21.96178,10.42595,-4.65559,2.95948,-0.30881,86.62071,-5.713541,0.802203,0.409602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70008,5.88489,1.30686,50,6.20702,-3.62872,-134.98626,-4.81251,5.08972,23.42196,-21.08095,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,1859c320-0f67-11f1-b531-13870623a0f8,92.02221,NA,NA,6.2225,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:51:29,2026-02-21T20:51:29Z,2026-02-21T20:51:29Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,f735367f-a4ba-410e-a33b-f102ab669883,55.10603,-135.86934,11.71098,6.37348,-4.0177,-10.54048,1.44729,-3.82062,2.54486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,152.915936,-32.634854,2143.48869,0.842125,11:00:00,0.548866,0.399143,-0.73446,33.306249,26.253256,-45.087247,154.536647,12.957048,0.418987,0.224221,-0.879872,14.296572,24.770644,0.224221,0.418987,0.879872,-14.296572,-24.770644,-0.224221,-0.418987,0.879872,-154.536647,-12.957048,-0.418987,-0.224221,-0.879872,NA,NA,NA,NA,NA,NA
39,2026-02-21,14:51:48,3,5,"Moore, Nolan",1000287435,Left,TEX_BOB,"Cisneros, Andy",1000242078,Right,GON_BUL,Undefined,2,Top,1,2,2,Changeup,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,86.01665,-1.044345,1.61815,1725.25041,139.459408,10:45:00,6.34365,-1.62041,5.6416,-28.55919,8.99516,-6.82831,2.98895,-0.67946,79.96015,-6.293036,0.397919,0.441064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83921,5.13981,1.4873,50,6.23653,-3.24917,-125.06239,-3.26452,6.1781,21.42506,-23.90304,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,2408a330-0f67-11f1-b531-13870623a0f8,85.45797,NA,NA,6.05651,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:51:48,2026-02-21T20:51:48Z,2026-02-21T20:51:48Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,84d09452-44bd-4c7e-b554-f2498507f9f6,54.86095,-125.89239,10.71253,6.34506,-2.33852,-11.95152,1.61781,-3.4885,3.08905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,124.691528,-33.65717,1436.044348,0.832369,10:15:00,0.554818,0.694385,-0.458265,-67.489648,35.603396,47.9687,132.708707,-81.174027,0.112745,-0.988159,-0.10407,83.987953,-6.473573,0.988159,-0.112745,0.10407,-83.987953,6.473573,-0.988159,0.112745,0.10407,-132.708707,81.174027,-0.112745,0.988159,-0.10407,NA,NA,NA,NA,NA,NA
40,2026-02-21,14:52:20,4,1,"Moore, Nolan",1000287435,Left,TEX_BOB,"Shupe, Hudson",823769,Left,GON_BUL,Undefined,2,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.71888,-3.419876,1.85789,2543.306295,172.274412,11:45:00,6.43541,-1.3253,5.39064,-18.03029,14.41328,-1.84681,1.72201,0.26277,86.92877,-6.7258,1.529611,0.409954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3128,8.23044,1.16061,50,6.11661,-4.28475,-134.66557,-8.70856,2.47372,22.07338,-16.6652,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,37195050-0f67-11f1-b531-13870623a0f8,91.94299,NA,NA,5.79011,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:52:20,2026-02-21T20:52:20Z,2026-02-21T20:52:20Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,cb1ba70f-4b5f-4e73-bf84-8b3a58082823,55.11316,-135.50109,11.03669,6.43431,-8.07775,-8.3326,1.32457,-4.37839,1.23686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,156.34143,-31.888093,2159.474294,0.849081,11:15:00,0.531944,0.37163,-0.760873,22.211594,8.919469,-47.66586,167.785602,18.422841,0.200727,0.316027,-0.927273,18.81981,11.579501,0.316027,0.200727,0.927273,-18.81981,-11.579501,-0.316027,-0.200727,0.927273,-167.785602,-18.422841,-0.200727,-0.316027,-0.927273,NA,NA,NA,NA,NA,NA
41,2026-02-21,14:52:55,4,2,"Moore, Nolan",1000287435,Left,TEX_BOB,"Shupe, Hudson",823769,Left,GON_BUL,Undefined,2,Top,2,0,1,Sweeper,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,0,NA,79.14239,1.30803,-0.815453,2809.407643,296.987881,04:00:00,6.44888,-1.65542,4.73464,-48.56983,-3.09473,8.19378,3.6427,-1.7463,74.31696,-7.374634,0.62547,0.485354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.25189,-1.56669,1.72979,50,6.53656,1.30457,-115.14144,0.81113,-5.85012,16.38595,-34.32966,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,4c0bb5c0-0f67-11f1-b531-13870623a0f8,77.65976,NA,NA,4.82543,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:52:55,2026-02-21T20:52:55Z,2026-02-21T20:52:55Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,87e850cf-a96f-46cc-8a5c-d01039f37f03,55.77226,-115.95999,8.19298,6.45321,2.52604,-17.16483,1.65733,1.5968,-2.92506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,312.150533,-74.328952,758.860224,0.270114,04:30:00,0.960489,-0.222185,0.167616,41.111297,-32.55508,-47.352683,127.218736,12.927983,0.776147,0.223726,-0.589528,20.781791,50.909119,0.223726,0.776147,0.589528,-20.781791,-50.909119,-0.223726,-0.776147,0.589528,-127.218736,-12.927983,-0.776147,-0.223726,-0.589528,NA,NA,NA,NA,NA,NA
42,2026-02-21,14:53:31,5,1,"Moore, Nolan",1000287435,Left,TEX_BOB,"Sanchez, Ricky",10957608,Right,GON_BUL,Undefined,2,Top,2,0,0,Fastball,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,93.16844,-3.488951,2.199242,2603.233194,167.887517,11:30:00,6.45937,-1.49323,5.48623,-16.21564,16.22796,-3.28201,1.83732,0.29192,86.20455,-6.505562,1.615103,0.409955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18756,9.32973,1.3026,50,6.14197,-5.03746,-135.10104,-8.79617,4.09385,25.97425,-14.71421,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,60f8c400-0f67-11f1-b531-13870623a0f8,91.94296,NA,NA,6.9639,NA,NA,NA,NA,NA,NA,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:53:31,2026-02-21T20:53:31Z,2026-02-21T20:53:31Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,79f96889-463d-4083-8e45-e1a09aa06e68,55.01563,-136.06192,12.98713,6.4573,-8.25184,-7.3571,1.49175,-5.1889,2.04693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,157.929752,-41.784958,1941.10333,0.745651,11:15:00,0.674091,0.320205,-0.665635,40.871044,10.618162,-54.0873,164.967557,8.237653,0.25669,0.143279,-0.955814,8.525324,14.873742,0.143279,0.25669,0.955814,-8.525324,-14.873742,-0.143279,-0.25669,0.955814,-164.967557,-8.237653,-0.25669,-0.143279,-0.955814,NA,NA,NA,NA,NA,NA
43,2026-02-21,14:53:55,5,2,"Moore, Nolan",1000287435,Left,TEX_BOB,"Sanchez, Ricky",10957608,Right,GON_BUL,Undefined,2,Top,2,0,1,Changeup,Changeup,InPlay,Undefined,GroundBall,Out,1,0,NA,85.92298,-1.812084,2.369605,1731.390485,143.876962,10:45:00,6.20978,-1.7618,4.92482,-29.36588,9.68812,-6.21863,2.04742,-0.03849,79.28187,-7.14654,1.273503,0.449784,99.4323,0.648467,-8.618029,1736.958271,NA,NA,NA,49.47308,49.00662,-9.020238,0.345423,3.72394,5.59142,1.53626,50,6.0086,-4.88323,-124.61738,-5.05517,5.89667,23.41197,-23.32028,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,6f664ee0-0f67-11f1-b531-13870623a0f8,83.80118,2.26245,NA,6.6411,NA,NA,NA,1.96638,2.23526,0.02428,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,20:53:55,2026-02-21T20:53:55Z,2026-02-21T20:53:55Z,GroundBall,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,4d4e226c-28f3-40ac-a361-e23df310d55c,55.57855,-125.66106,11.70598,6.21078,-4.01558,-11.66014,1.75981,-5.1461,2.94834,36.072029,1.97433,143.8702,-23.60767,NA,NA,NA,NA,NA,NA,2.243,1.3505,-22.77001,NA,NA,NA,NA,NA,NA,0.02648,-21.93672,-1.74027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,124.94442600000000,-27.620683,1534.074788,0.886036,10:15:00,0.461024,0.740588,-0.488862,-79.07617,39.139094,44.015253,154.723749,-74.759848,0.112239,-0.964833,-0.237699,76.160078,-6.444404,0.964833,-0.112239,0.237699,-76.160078,6.444404,-0.964833,0.112239,0.237699,-154.723749,74.759848,-0.112239,0.964833,-0.237699,NA,NA,NA,NA,NA,NA
67,2026-02-21,15:09:06,1,1,"Moore, Nolan",1000287435,Left,TEX_BOB,"Eisenstat, Tommy",1000213648,Left,GON_BUL,Undefined,3,Top,0,0,0,Fastball,Fastball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,92.8841,-3.35314,2.227776,2434.039669,174.279352,11:45:00,6.3706,-1.33614,5.32607,-19.4921,12.63512,-1.1961,1.59367,0.6558,87.8971,-6.893066,2.015471,0.407951,70.72854,42.039206,-135.966357,4779.249032,NA,NA,NA,NA,55.73979,NA,NA,1.00811,7.20697,1.13542,50,6.05243,-5.2,-135.02583,-8.65882,1.92719,19.60471,-18.39669,TEX_BOB,GON_BUL,TexasStateUniversity,D1,SBELT,20260221-TexasStateUniversity-1,8ece8d40-0f69-11f1-b531-13870623a0f8,92.3945,41.79723,NA,4.987,NA,NA,NA,2.60264,1.78,-0.46798,3940c516-4d9f-4846-a06b-7137967083fa,2026-02-21,21:09:06,2026-02-21T21:09:06Z,2026-02-21T21:09:06Z,NA,v3,471452,471307,319b5c70e35e41d9972c77058b7eb9f6,"Namken, Clayton",10125205,Right,TEX_BOB,0ba49f60-c018-483e-81ba-50b8e893a72a,55.17983,-135.77582,9.80236,6.37022,-7.95504,-9.19835,1.33576,-5.27373,0.9636,45.159002,2.60264,-55.38855,-2.5623,1.53095,-1.17128,3.09613,-5.0684,4.07535,-1.29348,1.78,69.465,-25.14334,2.68668,-0.77738,0.96285,-1.41438,1.10063,-0.34332,-0.46798,-53.55079,9.85802,-1.89559,0.76092,-1.53086,2.42674,-1.92152,0.60461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,NA,NA,NA,154.840696,-32.539328,2051.950062,0.843022,11:15:00,0.545266,0.389247,-0.74241,27.60525,29.366401,-61.673973,162.403006,15.676523,0.291074,0.270206,-0.91775,16.405604,16.922287,0.270206,0.291074,0.91775,-16.405604,-16.922287,-0.270206,-0.291074,0.91775,-162.403006,-15.676523,-0.291074,-0.270206,-0.91775,NA,NA,NA,NA,NA,NA
