PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
15,2025-09-05,10:46:51,3,4,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,1,2,1,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,88.0309,-1.060063,-2.96964,2415.822823,250.140903,2:15:00,5.57843,1.36951,5.91675,-28.55639,7.91937,18.35796,2.21346,0.14078,79.69107,-6.388287,0.325202,0.434684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.28666,4.77563,-1.14153,50,5.47728,5.8397,-127.60442,-3.3187,-16.75603,29.21588,-24.39499,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,8b2a8d30-8a6f-11f0-acec-399390ecde07,86.71228,NA,NA,8.33982,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:46:51,2025-09-05T15:46:51Z,2025-09-05T15:46:51Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,b62897bd-ba37-438b-a2dc-2f5933effb78,54.58317,-128.64949,14.60794,5.58039,-2.44608,-12.19749,-1.36114,6.43908,-8.37802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,237.861361,24.612541,2196.333177,0.909145,2:00:00,-0.426682,-0.777404,-0.462153,54.446979,53.906367,34.357718,155.567029,77.066706,0.092577,0.974631,-0.203773,78.190891,5.31187,0.974631,0.092577,0.203773,-78.190891,-5.31187,-0.974631,-0.092577,0.203773,-155.567029,-77.066706,-0.092577,-0.974631,-0.203773
16,2025-09-05,10:47:14,3,5,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,1,2,2,Changeup,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,85.89812,-0.727065,-2.929945,2077.77025,242.987828,2:00:00,5.39407,1.46623,6.13446,-28.75194,9.35146,15.63458,2.32514,0.05864,77.51448,-6.130969,-0.1131,0.444276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.95626,5.47772,-1.24993,50,5.32384,5.73588,-124.51316,-2.47495,-13.84595,28.55779,-23.70576,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,98d2cc40-8a6f-11f0-acec-399390ecde07,84.84007,NA,NA,8.38364,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:47:14,2025-09-05T15:47:14Z,2025-09-05T15:47:14Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,d38d2fef-c7a1-4f7f-8a8b-b80c92d8a3ae,54.36408,-125.51009,14.2789,5.39579,-1.6474,-11.85288,-1.4586,6.21924,-6.92298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,239.400036,-6.348811,2065.027514,0.993867,2:00:00,0.095409,-0.853991,-0.511464,45.4961,-34.876718,-79.44623,145.275422,-43.847963,0.410808,-0.692747,-0.592738,49.448572,-24.25558,0.692747,-0.410808,0.592738,-49.448572,24.25558,-0.692747,0.410808,0.592738,-145.275422,43.847963,-0.410808,0.692747,-0.592738
17,2025-09-05,10:47:29,4,1,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,0,0,Changeup,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,85.47888,-0.426471,-2.517867,2057.444281,248.206488,2:15:00,5.39477,1.66011,5.87592,-29.95171,8.89709,18.72391,2.5023,0.88033,77.09726,-6.027023,0.841034,0.448601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.30449,5.11323,-1.46687,50,5.34322,4.66124,-123.90048,-1.89747,-15.7692,28.34529,-24.34914,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,a1964c30-8a6f-11f0-acec-399390ecde07,84.0222,NA,NA,8.38162,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:47:29,2025-09-05T15:47:29Z,2025-09-05T15:47:29Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,a5af5857-efa0-4888-879e-75ccd46a1098,54.62272,-124.95357,14.17265,5.39691,-0.99285,-12.17457,-1.65093,5.2471,-7.8846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,235.969973,-1.602377,2056.63973,0.999609,1:45:00,0.00952,-0.828189,-0.560368,37.341305,-33.307114,-63.775197,146.702315,-54.796965,0.316479,-0.817114,-0.481835,59.473032,-18.45011,0.817114,-0.316479,0.481835,-59.473032,18.45011,-0.817114,0.316479,0.481835,-146.702315,54.796965,-0.316479,0.817114,-0.481835
18,2025-09-05,10:47:45,4,2,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,0,1,Changeup,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,86.42093,-1.616611,-2.244001,1991.356294,257.22987,2:30:00,5.21243,1.51887,5.71318,-32.3123,5.42595,18.60851,1.01208,0.97791,79.22156,-7.564602,1.088151,0.442143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.13296,3.57347,-1.3428,50,5.05692,4.144,-125.43008,-4.66211,-16.11124,25.83592,-26.49231,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,ab242100-8a6f-11f0-acec-399390ecde07,85.24952,NA,NA,7.19937,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:47:45,2025-09-05T15:47:45Z,2025-09-05T15:47:45Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,e9bc4261-a03b-4b1b-95b9-d886ca4ba652,54.78942,-126.41275,12.91796,5.21508,-3.65447,-13.24615,-1.51207,4.75679,-8.05562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,236.583856,-2.987439,1988.65001,0.998641,2:00:00,0.05402,-0.831756,-0.552506,32.172779,-36.139333,-57.368883,153.480048,-53.908748,0.263027,-0.80808,-0.52709,56.884604,-15.249728,0.80808,-0.263027,0.52709,-56.884604,15.249728,-0.80808,0.263027,0.52709,-153.480048,53.908748,-0.263027,0.80808,-0.52709
19,2025-09-05,10:48:05,4,3,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,1,1,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.26802,-1.301649,-3.932482,2357.342398,258.425354,2:30:00,5.49126,1.32418,6.07121,-31.7484,4.97996,18.32371,1.63797,-0.79366,79.57756,-7.197022,-0.637461,0.436187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.53331,3.34142,-1.02839,50,5.3735,7.93977,-126.4865,-3.93632,-16.9762,27.04541,-26.78878,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,b7641d80-8a6f-11f0-acec-399390ecde07,86.41356,NA,NA,7.69046,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:48:05,2025-09-05T15:48:05Z,2025-09-05T15:48:05Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,1da55bd9-0aaa-44b9-9dc4-eec2a971838f,54.42981,-127.43017,13.5227,5.49454,-3.0016,-13.39439,-1.31576,8.5321,-8.4881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,239.16249,25.786741,2122.596987,0.900419,2:00:00,-0.44802,-0.782805,-0.431851,73.152448,56.623155,57.157849,150.781213,73.974122,0.134763,0.961137,-0.240945,75.926707,7.744925,0.961137,0.134763,0.240945,-75.926707,-7.744925,-0.961137,-0.134763,0.240945,-150.781213,-73.974122,-0.134763,-0.961137,-0.240945
20,2025-09-05,10:48:23,4,4,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,2,1,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,87.59781,-0.829581,-3.44192,2418.062908,258.091683,2:30:00,5.49281,1.38539,6.11893,-31.02482,5.73209,20.75249,2.13897,-0.07133,78.92556,-6.633201,0.295775,0.436356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.74107,3.65327,-1.13144,50,5.41334,6.76421,-126.91473,-2.85899,-18.81816,30.17441,-26.31869,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,c21d7a00-8a6f-11f0-acec-399390ecde07,86.38002,NA,NA,8.67225,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:48:23,2025-09-05T15:48:23Z,2025-09-05T15:48:23Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,77363930-4787-4b61-af95-afb6d74a36c9,54.3804,-127.95194,15.08721,5.49606,-1.95431,-13.15935,-1.37507,7.41107,-9.40908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,238.383058,31.105113,2070.39621,0.856221,2:00:00,-0.532034,-0.736537,-0.417675,45.585567,54.598992,21.856727,158.139993,73.697563,0.104519,0.959793,-0.260524,74.813701,5.999435,0.959793,0.104519,0.260524,-74.813701,-5.999435,-0.959793,-0.104519,0.260524,-158.139993,-73.697563,-0.104519,-0.959793,-0.260524
21,2025-09-05,10:48:40,4,5,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,2,2,Changeup,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,NA,85.67723,0.285753,-2.013551,2044.77591,237.300224,2:00:00,5.44943,1.54266,6.0554,-25.87596,12.39698,17.21103,3.55778,1.11226,77.36231,-4.601645,1.083656,0.445264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.42351,6.68544,-1.39483,50,5.45792,3.66306,-124.29557,-0.16359,-14.55416,27.88003,-21.84873,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,cc2f24d0-8a6f-11f0-acec-399390ecde07,84.65195,NA,NA,8.31492,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:48:40,2025-09-05T15:48:40Z,2025-09-05T15:48:40Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,c97b4aad-7c99-4cc7-8df8-604dc59b4c22,54.44328,-125.28825,13.94002,5.44989,0.61434,-10.92436,-1.53448,4.18127,-7.27708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,236.146462,10.802918,2008.537793,0.982278,1:45:00,-0.210605,-0.814802,-0.540133,29.996614,-35.901629,-61.105956,155.966206,-64.003068,0.178518,-0.898818,-0.400323,65.992369,-10.28346,0.898818,-0.178518,0.400323,-65.992369,10.28346,-0.898818,0.178518,0.400323,-155.966206,64.003068,-0.178518,0.898818,-0.400323
22,2025-09-05,10:49:02,4,6,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,3,2,Changeup,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,NA,85.25849,-0.592778,-1.875948,1945.529326,241.856124,2:00:00,5.38349,1.61012,6.07752,-26.97202,11.94631,19.58477,2.58702,1.50579,76.53163,-5.691277,1.652076,0.449002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.63658,6.78146,-1.47475,50,5.32355,3.24399,-123.60526,-2.09311,-16.10858,29.48272,-21.90384,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,d9708bc0-8a6f-11f0-acec-399390ecde07,83.94708,NA,NA,8.72686,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:49:02,2025-09-05T15:49:02Z,2025-09-05T15:49:02Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,9d366695-8d29-4a08-a9d9-7ac3691044b6,54.42029,-124.65514,14.74136,5.3842,-1.31312,-10.95192,-1.60048,3.81761,-8.05429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,236.301044,3.130643,1942.625828,0.998508,2:00:00,-0.064126,-0.831243,-0.552198,26.5439,-33.65796,-61.371588,153.517626,-51.749621,0.27607,-0.785313,-0.554138,54.792168,-16.025803,0.785313,-0.27607,0.554138,-54.792168,16.025803,-0.785313,0.27607,0.554138,-153.517626,51.749621,-0.27607,0.785313,-0.554138
23,2025-09-05,10:49:21,5,1,"Beversdorf, Alec",444000,Right,TEX_BOB,"Beversdorf, Alec",444000,Right,TEX_BOB,Undefined,1,Top,2,0,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,3,0,NA,87.61271,-0.661572,-3.502308,2296.584573,265.886477,2:45:00,5.40797,1.44008,6.00482,-33.93289,2.66225,19.66214,1.96607,-0.17052,79.6389,-6.952958,0.031498,0.435395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.13032,1.95638,-1.17493,50,5.33746,6.95805,-127.03793,-2.6284,-18.03047,28.14601,-29.00481,TEX_BOB,TEX_BOB,TexasStateUniversity,TeamExclusive,Team,20250905-TexasStateUniversity-Private-1,e4b5fba0-8a6f-11f0-acec-399390ecde07,86.57072,NA,NA,7.97381,NA,NA,NA,NA,NA,NA,a5c64dc5-3a98-4e95-b9c8-afd0ddd7a1dc,2025-09-05,15:49:21,2025-09-05T15:49:21Z,2025-09-05T15:49:21Z,NA,v3,471452,471452,NA,"Mayo, Jackson",825310,Left,TEX_BOB,88fa0ade-3e3f-4c65-a669-f0de1552a6c3,54.4967,-128.03033,14.07301,5.41211,-1.60573,-14.50241,-1.43147,7.59378,-9.01523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,239.983278,24.725653,2086.035988,0.908321,2:00:00,-0.436159,-0.791274,-0.428546,78.500004,55.35504,62.988253,144.472915,73.929457,0.160857,0.960922,-0.225288,76.805321,9.256648,0.960922,0.160857,0.225288,-76.805321,-9.256648,-0.960922,-0.160857,0.225288,-144.472915,-73.929457,-0.160857,-0.960922,-0.225288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
