PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
112,2026-02-17,19:42:18,1,5,"Green, Mason",813893,Left,BAY_BEA,"Carson, Tanner",10178633,Right,TEX_BOB,Undefined,4,Top,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.83386,-2.133427,3.018037,2324.840046,150.71256,11:00:00,6.25354,-0.97388,6.69484,-17.45237,18.36029,-9.54595,2.84447,0.99327,78.9866,-5.531417,1.281608,0.430715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96134,10.73209,0.7756,50,6.10375,-6.33406,-127.27879,-5.14324,9.60358,30.49549,-14.88489,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,100df460-0c6b-11f1-bf3b-2b888cf9a16e,87.51137,NA,NA,8.84726,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:42:18,2026-02-18T01:42:18Z,2026-02-18T01:42:18Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,7e7a7981-a6a3-4ee7-bdf6-aab7becf36fe,53.80264,-128.18664,15.24775,6.25027,-4.70011,-7.44244,0.96843,-6.61996,4.80179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,2026-02-17,19:42:36,1,6,"Green, Mason",813893,Left,BAY_BEA,"Carson, Tanner",10178633,Right,TEX_BOB,Undefined,4,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,NA,86.76107,-0.721393,0.966397,2205.335438,160.68018,11:15:00,6.17847,-1.11497,6.91981,-17.32088,18.81804,-6.145,4.07804,-0.74697,78.23826,-4.114221,-0.158036,0.432672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53847,10.57863,1.05591,50,6.12643,-1.89587,-126.04056,-1.94778,5.60684,29.19851,-15.41169,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,1ab30590-0c6b-11f1-bf3b-2b888cf9a16e,87.11548,NA,NA,8.52281,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:42:36,2026-02-18T01:42:36Z,2026-02-18T01:42:36Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,7f0f4359-8f8e-4fe4-8630-516831bb3d64,53.5781,-126.86675,14.59926,6.17537,-1.5117,-7.70584,1.1118,-2.05452,2.80342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2026-02-17,19:43:12,2,1,"Green, Mason",813893,Left,BAY_BEA,"Boles, Brady",10264326,Right,TEX_BOB,Undefined,4,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,83.62373,-0.368999,-0.032813,2251.17958,151.275448,11:00:00,6.05932,-1.226,6.94215,-21.02588,17.69446,-8.96662,3.97129,-2.00308,75.740710000000000,-4.446197,-1.674393,0.447859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71264,9.90977,1.23024,50,6.02849,0.38915,-121.555,-1.2449,6.96956,26.39467,-17.51836,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,2fd6db40-0c6b-11f1-bf3b-2b888cf9a16e,84.16147,NA,NA,7.88301,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:43:12,2026-02-18T01:43:12Z,2026-02-18T01:43:12Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,71ff7438-9a23-493a-90a2-92c199c36040,53.55657,-122.32484,13.19734,6.05735,-0.73395,-8.75918,1.22185,0.18587,3.48478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,2026-02-17,19:43:31,2,2,"Green, Mason",813893,Left,BAY_BEA,"Boles, Brady",10264326,Right,TEX_BOB,Undefined,4,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,86.19923,-0.972305,1.018283,2119.707727,155.74266,11:15:00,6.07991,-1.58788,6.82768,-16.9106,19.98422,-8.38902,3.78352,-1.35798,77.43718,-4.296632,-0.51406,0.437174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70544,11.2428,1.52451,50,6.01028,-1.90084,-125.1333,-2.46313,7.32166,29.64224,-14.68026,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,3af62580-0c6b-11f1-bf3b-2b888cf9a16e,86.21843,NA,NA,8.76205,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:43:31,2026-02-18T01:43:31Z,2026-02-18T01:43:31Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,2cbb662d-e54b-45be-a057-f2d33c115e46,53.66864,-125.99935,14.82112,6.07598,-2.03423,-7.34013,1.58317,-2.11476,3.66083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,2026-02-17,19:43:50,2,3,"Green, Mason",813893,Left,BAY_BEA,"Boles, Brady",10264326,Right,TEX_BOB,Undefined,4,Top,0,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,NA,86.71779,-2.532462,2.379172,2126.546779,148.447689,11:00:00,6.10704,-1.28585,6.76639,-21.05131,14.98076,-8.4856,2.03641,0.18112,79.39468,-6.546121,0.831509,0.432032,90.01605,25.950233,-26.105231,2509.530781,97.64862,45.41454,-50.64272,338.13442,328.78472,-29.278241,4.187647,5.19859,9.01615,1.13331,50,5.93303,-4.93295,-125.95316,-6.11267,8.33177,26.13489,-17.72388,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,46917d90-0c6b-11f1-bf3b-2b888cf9a16e,87.2445,56.56738,NA,7.32312,NA,NA,NA,1.81428,2.07304,-0.18114,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:43:50,2026-02-18T01:43:50Z,2026-02-18T01:43:50Z,LineDrive,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,15fbf92d-beb7-4d9d-b9bc-e2152185bb13,53.73673,-126.72615,13.06744,6.10608,-5.58845,-8.86194,1.28285,-5.17938,4.16589,154.728432,1.8155,106.57107,-18.92228,4.5573,-0.78809,0.06414,0.00273,-2.6E-04,-6E-05,2.07339,57.75871,-16.26236,0.17559,0.43109,-0.25263,0.08334,-0.01381,8.8E-04,-0.18136,-52.23061,4.56252,-0.30964,-0.10313,0.05338,-0.01253,0.00146,-7E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2026-02-17,19:45:40,4,1,"Green, Mason",813893,Left,BAY_BEA,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,4,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,79.05752,-0.585817,1.300656,1963.365954,235.286241,01:45:00,5.99837,-1.49469,6.77718,-40.17258,3.89406,3.24984,2.11559,-0.03604,71.35907,-8.159462,1.894508,0.477778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25457,2.80697,1.40899,50,5.94601,-2.71865,-114.7693,-2.25187,-1.63587,25.67316,-28.51393,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,881a8770-0c6b-11f1-bf3b-2b888cf9a16e,78.89108,NA,NA,7.69845,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:45:40,2026-02-18T01:45:40Z,2026-02-18T01:45:40Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,037722b7-91a1-46f5-95c5-7c975b297d77,53.72116,-115.59871,12.83658,6.00388,-1.3307,-14.25697,1.49596,-2.66579,-0.81794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,2026-02-17,19:45:56,4,2,"Green, Mason",813893,Left,BAY_BEA,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,4,Top,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,87.62606,-1.760896,1.108089,2252.750767,164.863297,11:30:00,6.11648,-1.2822,6.72704,-17.2278,18.21844,-4.60622,3.07062,-0.65317,79.69863,-5.096133,0.26823,0.428506,77.07292,38.044987,-56.479541,4957.078034,49.94939,61.10145,-98.00524,214.44895,159.69987,-68.987316,3.864856,2.76311,10.50784,1.21059,50,5.99303,-2.29181,-127.32689,-4.31852,4.50299,27.92113,-15.04949,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,91f320e0-0c6b-11f1-bf3b-2b888cf9a16e,87.96252,62.37315,NA,7.92743,NA,NA,NA,0.39294,2.89866,0.76344,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:45:56,2026-02-18T01:45:56Z,2026-02-18T01:45:56Z,FlyBall,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,3c194f3f-5372-4900-84d6-4a4b709fe401,53.77403,-128.15181,13.96056,6.11406,-3.87388,-7.52475,1.28027,-2.42485,2.2515,132.629725,0.39164,49.19227,-16.27419,4.881,-1.33739,0.28477,-0.03238,-0.00226,7.5E-04,2.90269,69.54556,-22.82328,0.73343,1.36921,-1.01154,0.35289,-0.06178,0.00428,0.75924,-74.0975,6.9135,0.85151,-1.62756,0.96975,-0.31152,0.05246,-0.00357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2026-02-17,19:46:25,4,3,"Green, Mason",813893,Left,BAY_BEA,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,4,Top,2,0,2,Splitter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.56199,-2.217147,3.101745,935.179152,125.230401,10:15:00,6.23591,-1.15937,6.54608,-38.84703,5.22225,-5.52288,0.96125,1.22786,72.8109,-9.418761,2.097873,0.477793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7261,3.76107,0.94671,50,6.0658,-5.99664,-114.07863,-5.49393,4.93065,20.16923,-27.19712,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,a2bceb40-0c6b-11f1-bf3b-2b888cf9a16e,78.88871,NA,NA,5.75109,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:46:25,2026-02-18T01:46:25Z,2026-02-18T01:46:25Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,dc2a7327-34f2-412c-a39a-2f09bf99f3a4,53.95696,-114.77609,10.08461,6.23953,-4.55345,-13.59856,1.15703,-6.16715,2.46532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,2026-02-17,19:46:45,4,4,"Green, Mason",813893,Left,BAY_BEA,"Cotton, Jackson",1000437468,Left,TEX_BOB,Undefined,4,Top,2,1,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,78.73992,-1.284936,2.336865,937.011585,91.663524,09:00:00,6.1261,-1.10438,6.60013,-42.06227,1.45516,-7.39071,1.44249,0.42191,73.20128,-9.082176,0.990607,0.474792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48953,1.4978,0.94761,50,6.0211,-4.42865,-114.53355,-3.74251,6.00977,19.61843,-30.16905,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,aeda1d80-0c6b-11f1-bf3b-2b888cf9a16e,79.38734,NA,NA,5.53864,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,01:46:45,2026-02-18T01:46:45Z,2026-02-18T01:46:45Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,1eda87ef-4ec1-41d1-a4d5-7d35655bd2c6,53.90419,-115.20036,9.80922,6.13087,-2.7171,-15.08452,1.1016,-4.63291,3.00488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2026-02-17,20:03:38,2,1,"Atkinson, Charlie",830342,Right,BAY_BEA,"Stewart, Jaquae",806457,Left,TEX_BOB,Undefined,5,Top,0,0,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.68138,-0.969244,-1.737491,1983.06909,171.88688200000000,11:45:00,6.81192,1.03418,6.35725,-25.72627,9.96721,-1.26185,3.77545,-0.67069,80.33663,-5.800453,-1.965907,0.429997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16933,5.81855,-0.90768,50,6.72962,3.91469,-127.39415,-2.93568,0.27828,26.16211,-22.61165,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,0a7a2930-0c6e-11f1-bf3b-2b888cf9a16e,87.65735,NA,NA,7.34475,NA,NA,NA,NA,NA,NA,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,02:03:38,2026-02-18T02:03:38Z,2026-02-18T02:03:38Z,NA,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,758304c5-e123-439e-ac4e-930238c7c6e6,54.14323,-128.2422,13.08105,6.8129,-2.20272,-11.30582,-1.03443,3.90566,0.13914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,2026-02-17,20:03:55,2,2,"Atkinson, Charlie",830342,Right,BAY_BEA,"Stewart, Jaquae",806457,Left,TEX_BOB,Undefined,5,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,2,0,NA,89.08487,-2.939941,-1.819795,1984.994507,206.416585,01:00:00,6.79816,0.92501,6.60344,-22.1169,11.8791,5.41575,2.258,-0.2914,82.50278,-7.094772,-0.834321,0.419648,86.5935,-32.836489,46.227028,NA,NA,NA,NA,4.95977,2.19484,34.768698,0.03292,-3.33689,7.30867,-0.80308,50,6.58799,3.91714,-129.49264,-7.28531,-5.71792,24.71613,-19.6503,BAY_BEA,TEX_BOB,Baylor,D1,BIG12,20260217-Baylor-1,149745b0-0c6e-11f1-bf3b-2b888cf9a16e,89.81912,2.27193,NA,6.58208,NA,NA,NA,1.63882,2.27193,0.28634,c3edc998-643c-4a4e-8fa6-b05538f3b7ab,2026-02-18,02:03:55,2026-02-18T02:03:55Z,2026-02-18T02:03:55Z,GroundBall,v3,3033,471452,d6f22a45e4da491487f55e5da19aeffc,"Buchanan, Brayden",1000278110,Right,BAY_BEA,c1ca127b-3603-4635-89e2-b038fb6b7ba5,53.90118,-130.23513,12.35806,6.79798,-6.695,-9.82515,-0.92334,4.08891,-2.85896,NA,1.63798,73.9812,NA,NA,NA,NA,NA,NA,NA,2.27271,-69.01439,NA,NA,NA,NA,NA,NA,NA,0.28546,77.21976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Low,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
