DateTime,Opponent,Venue,IsHome,OppAbbr,TeamWins,TeamLosses,OppWins,OppLosses
2026-10-17 6:00 PM,TCU,"Fort Worth, Texas",false,TCU_HFG,0,0,0,0
2026-10-18 6:00 PM,TCU,"Fort Worth, Texas",false,TCU_HFG,0,0,0,0
2026-10-31 6:00 PM,Baylor,"San Marcos, Texas",true,BAY_BEA,0,0,0,0
2026-11-01 6:00 PM,Baylor,"Waco, Texas",false,BAY_BEA,0,0,0,0
