co,team_abbr,Team,Primary Color,Secondary Color,NCAA_img,bref_name
181,KS_GF,Kent St.,#041E42,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/kent-st.svg,Kent State Golden Flashes
182,MIA_RED,Miami (OH),#C8102E,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/miami-oh.svg,Miami RedHawks
183,EMU_EAG,Eastern Mich.,#046A38,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-mich.svg,Eastern Michigan Eagles
184,WMI_BRO,Western Mich.,#8B4513,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/western-mich.svg,Western Michigan Broncos
185,BGS_FAL,Bowling Green,#FF7300,#4F2C1D,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bowling-green.svg,Bowling Green Falcons
186,NIU_HUS,NIU,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northern-ill.svg,Northern Illinois Huskies
187,AKR_ZIP,Akron,#A89968,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/akron.svg,Akron Zips
188,SIU_SAL,Southern Ill.,#72253D,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-ill.svg,Southern Illinois Salukis
189,EVA_ACE,Evansville,#FF8200,#660099,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/evansville.svg,Evansville Purple Aces
190,BRA_BRA,Bradley,#A50000,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bradley.svg,Bradley Braves
191,IND_SYC,Indiana St.,#224E92,#CECFCE,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/indiana-st.svg,Indiana State Sycamores
192,MIS_BEA,Missouri St.,#8B0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/missouri-st.svg,Missouri State Bears
193,MUR_RAC,Murray St.,#002144,#ECAC00,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/murray-st.svg,Murray State Racers
194,ILL_RED,Illinois St.,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/illinois-st.svg,Illinois State Redbirds
195,BEL_BRU,Belmont,#BA0C2F,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/belmont.svg,Belmont Bruins
196,UIC_FLA,UIC,#C8102E,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ill-chicago.svg,UIC Flames
197,VAL_CRU,Valparaiso,#5C3000,#FFE300,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/valparaiso.svg,Valparaiso Crusaders
198,UNL_REB,UNLV,#CC0000,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/unlv.svg,UNLV Rebels
199,NEV_WOL,Nevada,#041E42,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/nevada.svg,Nevada Wolf Pack
200,SAN_SPA,San Jose St.,#0055A2,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/san-jose-st.svg,San Jose State Spartans
201,AIR_FOR,Air Force,#003087,#8A8B8C,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/air-force.svg,Air Force Falcons
202,FRE_BUL,Fresno St.,#C8102E,#013088,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fresno-st.svg,Fresno State Bulldogs
203,MEX_LOB,New Mexico,#CC0000,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/new-mexico.svg,New Mexico Lobos
204,SAN_AZT,San Diego St.,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/san-diego-st.svg,San Diego State Aztecs
205,LON_ISL22,LIU,#041E42,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/long-island.svg,LIU Sharks
206,CCU_BLD,Central Conn. St.,#041E42,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/central-conn-st.svg,Central Connecticut Blue Devils
207,FDU_KNI,FDU,#004B83,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/fdu.svg,Fairleigh Dickinson Knights
208,MER_COL1,Merrimack,#041E42,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/merrimack.svg,Merrimack Warriors
209,WAG_SEA,Wagner,#046A38,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/wagner.svg,Wagner Seahawks
210,DEL_HOR,Delaware St.,#C8102E,#013088,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/delaware-st.svg,Delaware State Hornets
211,COP_STA,Coppin St.,#003056,#FFC915,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/coppin-st.svg,Coppin State Eagles
212,MAR_HAW,UMES,#8B0000,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/md-east-shore.svg,Maryland Eastern Shore Hawks
213,NOR_SPA,Norfolk St.,#007B5E,#FAB80A,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/norfolk-st.svg,Norfolk State Spartans
214,SAC_PIO,Sacred Heart,#CD1041,#3C3C3C,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/sacred-heart.svg,Sacred Heart Pioneers
215,STO_COL,Stonehill,#C8C9C7,#5C2E91,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/stonehill.svg,Stonehill Skyhawks
216,SOU_RED,Southeast Mo. St.,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southeast-mo-st.svg,Southeast Missouri State Redhawks
217,MOR_EAG,Morehead St.,#FFD100,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/morehead-st.svg,Morehead State Eagles
218,EIU_PAN,Eastern Ill.,#004C97,#75787B,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-ill.svg,Eastern Illinois Panthers
219,SOU_COU,SIUE,#C8102E,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/siu-edwardsville.svg,SIU Edwardsville Cougars
220,TEN_TEC,Tennessee Tech,#4C2C92,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/tennessee-tech.svg,Tennessee Tech Golden Eagles
221,AUS_GOV,Austin Peay,#C41E3A,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/austin-peay.svg,Austin Peay Governors
222,UTM_SKY,UT Martin,#FF8200,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ut-martin.svg,UT Martin Skyhawks
223,LIN_UNI,Lindenwood,#FFD100,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lindenwood.svg,Lindenwood Lions
224,SOU_IND16,Southern Ind.,#CC0000,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-ind.svg,Southern Indiana Screaming Eagles
225,LIT_TRO,Little Rock,#8B0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ualr.svg,Little Rock Trojans
226,ARM_BLA,Army West Point,#D3BC8D,#2C2A29,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/army.svg,Army Black Knights
227,BUC_BIS,Bucknell,#F26522,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bucknell.svg,Bucknell Bison
228,LEH_MOU,Lehigh,#8B4513,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lehigh.svg,Lehigh Mountain Hawks
229,HOL_CRU,Holy Cross,#5C2E91,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/holy-cross.svg,Holy Cross Crusaders
230,NAV_MID,Navy,#13294B,#E6AA00,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/navy.svg,Navy Midshipmen
231,LAF_LEP,Lafayette,#8B0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lafayette.svg,Lafayette Leopards
232,WOF_TER,Wofford,#282829,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/wofford.svg,Wofford Terriers
233,MER_BEA,Mercer,#FF8200,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mercer.svg,Mercer Bears
234,UNC_SPA,UNC Greensboro,#FFD100,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/unc-greensboro.svg,UNC Greensboro Spartans
235,SAM_BUL,Samford,#CC0000,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/samford.svg,Samford Bulldogs
236,ETS_BUC,ETSU,#00053E,#FFC72C,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/east-tenn-st.svg,East Tennessee State Buccaneers
237,WCC,Western Caro.,#5C2E91,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/western-caro.svg,Western Carolina Catamounts
238,VIR_MIL,VMI,#CC0000,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/vmi.svg,VMI Keydets
239,CIT_BUL,The Citadel,#C8C9C7,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/citadel.svg,The Citadel Bulldogs
240,MCN_COW,McNeese,#FFD100,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mcneese.svg,McNeese State Cowboys
241,SOU_LIO,Southeastern La.,#046A38,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southeastern-la.svg,Southeastern Louisiana Lions
242,NEW_PRI,New Orleans,#041E42,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/new-orleans.svg,New Orleans Privateers
243,NIC_COL,Nicholls,#C41230,#B2B2B2,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/nicholls-st.svg,Nicholls Colonels
244,NOR_DEM,Northwestern St.,#492F92,#F78426,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northwestern-st.svg,Northwestern State Demons
245,HBU_HUS,Houston Christian,#FF0000,#000080,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/houston-christian.svg,Houston Christian Huskies
246,TEX_ISL,A&M-Corpus Christi,#0067C5,#007F3E,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/am-corpus-chris.svg,Texas A&M-Corpus Christi Islanders
247,IWC,UIW,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uiw.svg,Incarnate Word Cardinals
248,LAM_CAR,Lamar University,#C8102E,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/lamar.svg,Lamar Cardinals
249,TEX_BOB,Texas St.,#501214,#6A5638,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/texas-st.svg,Texas State Bobcats
250,GEO_EAG,Ga. Southern,#0D2240,#006747,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ga-southern.svg,Georgia Southern Eagles
251,COA_CHA,Coastal Carolina,#006F71,#A27752,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/coastal-caro.svg,Coastal Carolina Chanticleers
252,LOU_CAJ,Louisiana,#CE1126,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/la-lafayette.svg,Louisiana Ragin' Cajuns
253,SAL_JAG,South Alabama,#00205B,#BF0D3E,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/south-ala.svg,South Alabama Jaguars
254,TRO_TRJ,Troy,#C8C9C7,#CC0000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/troy.svg,Troy Trojans
255,GEO_PAN,Georgia St.,#0039A6,#CC0000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-st.svg,Georgia State Panthers
256,APP_MOU,App State,#FFC72C,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/appalachian-st.svg,Appalachian State Mountaineers
257,ULM_WAR,ULM,#FFD100,#8B0000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/la-monroe.svg,Louisiana-Monroe Warhawks
258,ASU_RED,Arkansas St.,#CC092F,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/arkansas-st.svg,Arkansas State Red Wolves
259,JMU_DUK,James Madison,#450084,#B3A369,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/james-madison.svg,James Madison Dukes
260,MAR_THU,Marshall,#00B04F,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/marshall.svg,Marshall Thundering Herd
261,OLD_MON,Old Dominion,#C8C9C7,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/old-dominion.svg,Old Dominion Monarchs
262,SOU_GOL,Southern Miss.,#FFD046,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-miss.svg,Southern Miss Golden Eagles
263,ALA_HOR,Alabama St.,#C99700,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/alabama-st.svg,Alabama State Hornets
264,FLO_RAT,Florida A&M,#F4811F,#008344,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-am.svg,Florida A&M Rattlers
265,BET_WIL,Bethune-Cookman,#800020,#FFB81C,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/bethune-cookman.svg,Bethune-Cookman Wildcats
266,JAC_TIG,Jackson St.,#002147,#008ED6,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/jackson-st.svg,Jackson State Tigers
267,ALA_ANM,Alabama A&M,#660000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/alabama-am.svg,Alabama A&M Bulldogs
268,MIS_DEL,Mississippi Val.,#046A38,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mississippi-val.svg,Mississippi Valley State Delta Devils
269,SOU_JAG,Southern U.,#003DA5,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/southern-u.svg,Southern Jaguars
270,GRA_TIG,Grambling,#FFB81C,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/grambling.svg,Grambling State Tigers
271,PRA_PAN,Prairie View,#663399,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/prairie-view.svg,Prairie View A&M Panthers
272,TEX_TIG,Texas Southern,#6F263D,#A2AAAD,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/texas-southern.svg,Texas Southern Tigers
273,ARK_LIO,Ark.-Pine Bluff,#EEB310,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/ark-pine-bluff.svg,Arkansas-Pine Bluff Golden Lions
274,ALC_BRA,Alcorn,#512D6D,#CC8A00,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/alcorn.svg,Alcorn State Braves
275,NOR_BIS,North Dakota St.,#FFC82E,#005643,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/north-dakota-st.svg,North Dakota State Bison
276,ORA_GOL,Oral Roberts,#FFD100,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/oral-roberts.svg,Oral Roberts Golden Eagles
277,SOU_JAC,South Dakota St.,#041E42,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/south-dakota-st.svg,South Dakota State Jackrabbits
278,UNO_MAV,Omaha,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/neb-omaha.svg,Omaha Mavericks
279,THO_M,St. Thomas (MN),#5C2E91,#C8C9C7,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/st-thomas-mn.svg,St. Thomas Tommies
280,NCB,Northern Colo.,#003366,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/northern-colo.svg,Northern Colorado Bears
281,WIU_LEA,Western Ill.,#5C2E91,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/western-ill.svg,Western Illinois Leathernecks
282,GON_BUL,Gonzaga,#041E42,#C8102E,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/gonzaga.svg,Gonzaga Bulldogs
283,SAN_TOR,San Diego,#41748D,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/san-diego.svg,San Diego Toreros
284,POR_PIL,Portland,#5C2E91,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/portland.svg,Portland Pilots
285,BYU_COU,BYU,#003DA5,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/byu.svg,BYU Cougars
286,SAN_DON,San Francisco,#00543C,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/san-francisco.svg,San Francisco Dons
287,LOY_LIO,LMU (CA),#C8102E,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/loyola-marymount.svg,Loyola Marymount Lions
288,PEP_WAV,Pepperdine,#FF8200,#003DA5,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/pepperdine.svg,Pepperdine Waves
289,SAN_BRO,Santa Clara,#B30838,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/santa-clara.svg,Santa Clara Broncos
290,STM_GAE,Saint Mary's (CA),#CC0000,#041E42,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/st-marys-ca.svg,Saint Mary's Gaels
291,PAC_TIG,Pacific,#FF8200,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/pacific.svg,Pacific Tigers
292,SAM_BEA,Sam Houston,#FF8200,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/sam-houston-st.svg,Sam Houston State Bearkats
293,UTR_VAQ,UTRGV,#F05023,#646469,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/utrgv.svg,Texas-Rio Grande Valley Vaqueros
294,ABI_WIL,Abilene Christian,#4F2D7F,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/abilene-christian.svg,Abilene Christian Wildcats
295,TAR_TEX,Tarleton St.,#4F2D7F,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/tarleton-st.svg,Tarleton State Texans
296,STE_LUM,SFA,#5F259F,#B1B3B3,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/stephen-f-austin.svg,Stephen F. Austin Lumberjacks
297,GRA_CAN,Grand Canyon,#5C2E91,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/grand-canyon.svg,Grand Canyon Antelopes
298,CAL_LAN,California Baptist,#FF0000,#000080,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/california-baptist.svg,California Baptist Lancers
299,SAC_HOR,Sacramento St.,#043927,#C4B581,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/sacramento-st.svg,Sacramento State Hornets
300,DIX_STE,Utah Tech,#C8102E,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/utah-tech.svg,Utah Tech Trailblazers
301,SEA_RED,Seattle U,#AA0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/seattle.svg,Seattle Redhawks
302,NMS_AGG,New Mexico St.,#BE0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/new-mexico-st.svg,New Mexico State Aggies
303,UTA_WOL,Utah Valley,#275D38,#FFFFFF,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/utah-valley.svg,Utah Valley Wolverines
304,ARL_MAV,UT Arlington,#0064B1,#F58025,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/texas-arlington.svg,UT Arlington Mavericks
305,MOY_MOY,Le Moyne,#00452A,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/le-moyne.svg,Le Moyne Dolphins
306,MER_UNI,Mercyhurst,#003DA5,#FFD100,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/mercyhurst.svg,Mercyhurst Lakers
307,UNI_WES,West Ga.,#CC0000,#000000,https://www.ncaa.com/sites/default/files/images/logos/schools/bgd/west-ga.svg,West Georgia Wolves
308,BRE_WHI,Brewster,#06768A,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/f/f2/Brewster_Whitecaps.svg,Brewster Whitecaps
309,WAR_GAT,Wareham,#8D0D0D,#041E3E,https://www.mlbstatic.com/team-logos/team-cap-on-light/6103.svg,Wareham Gatemen
310,HAR_MAR,Harwich,#013461,#BE1232,https://www.mlbstatic.com/team-logos/team-cap-on-dark/6100.svg,Harwich Mariners
311,HYA_HAR,Hyannis,#2350AD,#F75910,https://www.mlbstatic.com/team-logos/team-cap-on-light/6101.svg,Hyannis Harbor Hawks
312,ORL_FIR,Orleans,#E51B24,#0B0906,https://www.mlbstatic.com/team-logos/team-cap-on-light/6102.svg,Orleans Firebirds
313,YAR_RED,Yarmouth-Dennis,#B83638,#0E2340,https://www.mlbstatic.com/team-logos/team-cap-on-light/6104.svg,Yarmouth-Dennis Red Sox
314,FAL_COM,Falmouth,#86211A,#000000,https://www.mlbstatic.com/team-logos/team-cap-on-light/6099.svg,Falmouth Commodores
315,COT_KET,Cotuit,#D2D2D2,#780132,https://www.mlbstatic.com/team-logos/team-cap-on-dark/6098.svg,Cotuit Kettleers
316,CHA_ANG,Chatham,#27699E,#BEBFC1,https://www.mlbstatic.com/team-logos/team-cap-on-light/6097.svg,Chatham Anglers
317,BOU_BRA,Bourne,#F0CC01,#E51937,https://www.mlbstatic.com/team-logos/team-cap-on-light/6095.svg,Bourne Braves
