PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dConfidence,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
131,2026-06-18,18:15:20.76,1,6,"Matson, Sax",821976,Left,HYA_HAR,"Harvey, Dane",838717,Left,BRE_WHI,Undefined,5,Bottom,0,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.64958,-0.07831,0.953244,2702.686869,285.958682,3:30,4.58858,-1.88841,5.57438,-52.2757,-5.15276,24.54663,0.15912,1.04755,70.60821,-9.647388,5.340918,0.494069,,,,,,,,,,,,-12.0893,-2.07599,1.78983,50,4.54797,-2.85681,-113.93021,-1.90257,-15.33783,27.69919,-34.80789,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,323ae190-6b63-11f1-bb15-89f1c00ac393,76.28982,,,8.04136,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:15:20.76,2026-06-18T18:15:20.7610000-04:00,2026-06-18T22:15:20.7610000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,f76499bb-07fe-4990-ae11-3f8ee96ae2ff,54.92281,-115.12085,13.84959,4.5976,-0.40638,-17.40394,1.89846,-2.19752,-7.66892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2026-06-18,18:15:43.03,1,7,"Matson, Sax",821976,Left,HYA_HAR,"Harvey, Dane",838717,Left,BRE_WHI,Undefined,5,Bottom,0,3,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.14557,2.136703,1.198783,2624.189331,290.199734,3:45,4.59913,-1.902,5.38339,-55.80334,-6.7337,23.32844,1.95301,1.16585,69.3717,-8.062703,5.344776,0.504171,,,,,,,,,,,,-11.15296,-3.48693,1.77838,50,4.75177,-3.28332,-111.6895,2.2501,-13.71143,25.12823,-36.46086,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,3f7d0bd0-6b63-11f1-bb15-89f1c00ac393,74.76122,,,7.77387,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:15:43.03,2026-06-18T18:15:43.0350000-04:00,2026-06-18T22:15:43.0350000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,c663e12f-2623-45df-9a2d-809d84f871e4,55.11324,-112.83403,12.56412,4.61147,3.9108,-18.23043,1.9137,-2.6588,-6.85572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.44187,2.398968,1.113958,1.28501,-1.96392,1.45061,-1.48997,-2.59191,2.95316,0.78819,73.61902,8.70835,-51.18966,-2.58642,61.91908,-2.03586,3.03162,25.20381,-16.17473,0.72961,-45.22414,3.75127,High,High,High,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2026-06-18,18:16:25.91,2,1,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.64042,-0.148074,2.114239,2590.486765,252.622253,2:30,4.47381,-2.10048,5.71603,-35.27474,8.43796,22.29985,1.39622,1.72819,73.50365,-6.665718,6.095015,0.475856,,,,,,,,,,,,-10.91564,4.70965,1.90888,50,4.43957,-5.14868,-117.01408,-1.40804,-14.93179,24.83863,-25.73163,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,59015570-6b63-11f1-bb15-89f1c00ac393,79.20981,,,7.13677,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:16:25.91,2026-06-18T18:16:25.9100000-04:00,2026-06-18T22:16:25.9100000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,2538af1a-38f1-4323-ac5b-b3cba8a4deab,54.78371,-118.02515,12.41932,4.47556,-0.36062,-12.86581,2.10609,-4.54087,-7.46589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2026-06-18,18:16:40.82,2,2,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.66274,-1.17728,4.882812,2151.481725,133.283055,10:30,4.54577,-1.82484,6.03042,-20.75871,14.2258,-13.8315,1.72156,1.55518,81.32056,-5.103867,2.406654,0.425706,,,,,,,,,,,,8.7456,8.05063,1.45064,50,4.44235,-10.54017,-129.7981,-3.31556,14.79774,29.24467,-18.55218,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,61df6240-6b63-11f1-bb15-89f1c00ac393,88.54109,,,8.34218,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:16:40.82,2026-06-18T18:16:40.8230000-04:00,2026-06-18T22:16:40.8230000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,a6c2ea44-6f40-495b-84e5-1d5684474cfa,54.46904,-130.80114,14.62234,4.54516,-2.67926,-9.27609,1.82085,-11.04771,7.39887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2026-06-18,18:17:00.94,2,3,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,2,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.77544,-1.155399,3.010876,2093.943109,126.75887,10:15,4.55251,-1.98896,5.90339,-22.82907,12.00257,-14.52331,1.57595,-0.4018,81.74347,-5.437917,0.406609,0.424774,,,,,,,,,,,,8.28296,6.82536,1.75511,50,4.44658,-6.22437,-130.20407,-3.37293,14.16219,28.36149,-20.50405,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,6de93390-6b63-11f1-bb15-89f1c00ac393,88.73519,,,8.03197,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:17:00.94,2026-06-18T18:17:00.9460000-04:00,2026-06-18T22:17:00.9460000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,faf9d6cf-bd11-42e9-acc0-c48e17d4f3f4,54.59294,-131.20071,14.18074,4.55244,-2.65241,-10.25203,1.98258,-6.72204,7.08109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2026-06-18,18:17:20.87,2,4,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,2,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.01857,-0.123627,1.113816,2574.387241,277.960038,3:15,4.53678,-1.92377,5.41427,-48.54581,-1.57232,22.01084,0.37546,0.95401,71.67306,-8.945408,5.033746,0.493285,,,,,,,,,,,,-10.82949,-0.36374,1.8087,50,4.49176,-3.04663,-113.27647,-1.87064,-13.95921,22.22776,-32.64293,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,79cedb10-6b63-11f1-bb15-89f1c00ac393,76.41109,,,6.34551,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:17:20.87,2026-06-18T18:17:20.8780000-04:00,2026-06-18T22:17:20.8780000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,f21501fd-b6be-41b3-af80-c51bc1646680,55.08584,-114.27009,11.11388,4.54277,-0.41145,-16.32147,1.93095,-2.42264,-6.97961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2026-06-18,18:17:44.21,2,5,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.78883,-0.320307,4.153674,2197.603705,134.700174,10:30,4.49351,-1.99113,6.04312,-19.66253,15.69304,-14.46587,2.55763,0.65566,80.08788,-4.093896,1.559383,0.427957,52.81649,59.933494,108.916053,4737.43396,,,,,7.21917,,,8.88158,8.56693,1.67481,50,4.45812,-8.81515,-129.87024,-1.29912,14.80922,33.20691,-17.88949,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,87ae7dd0-6b63-11f1-bb15-89f1c00ac393,88.07525,15.85711,,9.70095,,,,1.14176,2.60528,-0.63939,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:17:44.21,2026-06-18T18:17:44.2190000-04:00,2026-06-18T22:17:44.2190000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,5bd2a22b-945d-489f-a5a1-db996ab37d74,54.45114,-131.00342,16.60345,4.49203,-0.68864,-8.94474,1.98425,-9.32052,7.40461,331.334824,1.14256,-12.63103,-2.785,,,,,,,2.60687,66.94265,-24.2261,,,,,,,-0.63882,36.6785,-4.66209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2026-06-18,18:18:05.40,2,6,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,3,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.61867,-1.019053,4.849901,2188.100587,135.147622,10:30,4.48681,-1.92111,5.97801,-16.52332,18.14623,-16.75359,2.16177,1.18914,81.22001,-4.209491,1.853286,0.423785,45.79566,-3.138619,-45.238333,,,,,124.1069,12.13665,-45.646209,1.815719,10.18705,10.01233,1.54625,50,4.39701,-10.39125,-130.9977,-2.79648,17.39059,32.20948,-15.08171,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,944ffb40-6b63-11f1-bb15-89f1c00ac393,88.94239,6.79249,,9.39866,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:18:05.40,2026-06-18T18:18:05.4020000-04:00,2026-06-18T22:18:05.4020000Z,GroundBall,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,71ef0743-e890-4422-a951-84f75801030d,54.51726,-132.10372,16.10474,4.48415,-2.27859,-7.54085,1.91332,-10.98842,8.6953,180,-0.70509,48.03997,,,,,,,,6.81114,-3.74095,,,,,,,,-0.54369,-48.44131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2026-06-18,18:19:24.30,2,7,"Matson, Sax",821976,Left,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,5,Bottom,1,3,2,Slider,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,78.13698,0.126428,0.530522,2721.572039,271.755317,3:00,4.5552,-2.01037,5.4831,-46.1079,1.29854,15.35694,0.83117,-0.23426,70.5115,-8.341876,3.269661,0.495553,,,,,,,,,,,,-7.54182,1.13606,1.95321,50,4.53543,-1.65688,-113.23408,-1.27739,-9.57169,25.01238,-30.73219,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,c35e2f60-6b63-11f1-bb15-89f1c00ac393,76.06136,,,7.62548,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:19:24.30,2026-06-18T18:19:24.3080000-04:00,2026-06-18T22:19:24.3080000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,1206a5a1-b3e4-4265-9926-69800eef118b,55.01213,-114.33585,12.50619,4.56188,0.07634,-15.3661,2.0169,-1.23526,-4.78585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2026-06-18,18:20:00.47,3,1,"Matson, Sax",821976,Left,HYA_HAR,"Torres, Michael",803757,Left,BRE_WHI,Undefined,5,Bottom,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.78257,1.653746,-0.176387,2533.396399,268.062518,3:00,4.53741,-2.01703,5.70869,-42.93679,2.24354,15.73513,2.50049,-0.8701,71.52322,-6.309753,2.638818,0.483778,,,,,,,,,,,,-7.97418,1.11535,2.02223,50,4.64993,-0.27972,-115.582,1.93063,-10.53214,26.28965,-30.70092,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,d8f0a560-6b63-11f1-bb15-89f1c00ac393,77.91268,,,8.25935,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:20:00.47,2026-06-18T18:20:00.4770000-04:00,2026-06-18T22:20:00.4770000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,f7fc1536-0c0c-4441-a6a0-97c4a61048fc,54.78494,-116.66528,13.14482,4.54432,3.19568,-15.35046,2.02482,0.15426,-5.26607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.01061,2.024688,0.771123,1.253564,-1.42851,2.17361,0.73523,-0.78857,5.88236,0.12779,127.27903,-0.3266,1.84258,-0.68666,112.84193,-8.67854,5.89521,9.42247,-11.49141,0.09607,-1.25882,2.14448,High,High,High,,,High,High,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2026-06-18,18:20:54.13,3,2,"Matson, Sax",821976,Left,HYA_HAR,"Torres, Michael",803757,Left,BRE_WHI,Undefined,5,Bottom,1,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.85882,-0.811426,4.077843,2223.791613,132.866153,10:30,4.55715,-1.88784,6.12207,-21.00966,15.03729,-14.66485,2.05428,0.66617,79.21365,-4.837233,1.44303,0.432121,,,,,,,,,,,,8.89721,8.42233,1.58234,50,4.48411,-8.52729,-128.48937,-2.42816,14.50949,32.70392,-18.43898,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,f8e75300-6b63-11f1-bb15-89f1c00ac393,87.2265,,,9.64517,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:20:54.13,2026-06-18T18:20:54.1360000-04:00,2026-06-18T22:20:54.1360000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,3a51b5c4-3cc7-48d2-b3db-bfbc5c92c859,54.36975,-129.59682,16.35196,4.55577,-1.80376,-9.21949,1.87941,-9.01862,7.25475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2026-06-18,18:21:16.19,3,3,"Matson, Sax",821976,Left,HYA_HAR,"Torres, Michael",803757,Left,BRE_WHI,Undefined,5,Bottom,1,0,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.52235,-0.06341,2.065073,2647.131488,262.923493,2:45,4.55339,-1.80155,6.03195,-43.41809,3.73599,16.26013,0.87646,1.46656,70.15526,-8.115916,4.989102,0.494232,,,,,,,,,,,,-7.62985,2.47492,1.63181,50,4.5255,-4.65175,-112.39617,-1.42235,-9.55013,24.45938,-29.07624,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,06188d50-6b64-11f1-bb15-89f1c00ac393,76.26464,,,7.3671,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:21:16.19,2026-06-18T18:21:16.1940000-04:00,2026-06-18T22:21:16.1940000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,9f5ace00-bfe3-4f53-b0e8-61aaf4c790c6,54.46308,-113.36325,12.22969,4.55901,-0.27272,-14.53812,1.80827,-4.27415,-4.77507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2026-06-18,18:21:55.29,4,1,"Matson, Sax",821976,Left,HYA_HAR,"Peck, Alexander",828153,Right,BRE_WHI,Undefined,5,Bottom,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.04374,1.135212,0.547856,2605.8388,257.407832,2:30,4.51464,-2.17783,5.77061,-37.61282,4.85792,14.7569,2.43682,-0.43826,73.79055,-5.858187,3.190322,0.469047,,,,,,,,,,,,-7.25174,2.59162,2.12394,50,4.58632,-1.74443,-118.91932,1.12035,-10.17598,27.07519,-28.53735,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,1d59ebd0-6b64-11f1-bb15-89f1c00ac393,80.35962,,,8.25318,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:21:55.29,2026-06-18T18:21:55.2920000-04:00,2026-06-18T22:21:55.2920000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,4950333c-dbc7-485f-b03a-2b75c172d80d,54.72278,-119.98977,13.5376,4.51972,2.24861,-14.26867,2.18495,-1.34211,-5.08799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2026-06-18,18:22:36.00,4,2,"Matson, Sax",821976,Left,HYA_HAR,"Peck, Alexander",828153,Right,BRE_WHI,Undefined,5,Bottom,2,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.29754,-1.213508,3.964084,2287.767154,124.506064,10:15,4.56404,-1.91115,5.94187,-21.63064,14.91517,-19.30887,1.63299,0.16266,78.32729,-5.375358,0.503971,0.435101,,,,,,,,,,,,11.32544,8.54733,1.60508,50,4.45541,-8.0561,-128.85592,-3.37523,18.25446,37.06817,-18.39739,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,359f25c0-6b64-11f1-bb15-89f1c00ac393,86.62911,,,10.97025,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:22:36.00,2026-06-18T18:22:36.0090000-04:00,2026-06-18T22:22:36.0090000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,92aa125c-9a03-41a3-b009-9f52c0b300fd,54.54722,-130.15745,18.53409,4.56258,-2.72926,-9.19869,1.8992,-8.69704,9.12723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2026-06-18,18:22:59.63,4,3,"Matson, Sax",821976,Left,HYA_HAR,"Peck, Alexander",828153,Right,BRE_WHI,Undefined,5,Bottom,2,0,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.03886,0.574995,3.803655,2365.89329,117.386251,10:00,4.51688,-2.0208,5.92889,-24.35261,11.25981,-18.87178,3.02218,-0.0592,79.55864,-4.055226,0.423165,0.429509,,,,,,,,,,,,10.91969,5.96012,1.72647,50,4.54957,-7.79,-130.099,0.526,18.11494,35.44726,-22.28668,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,43b58ff0-6b64-11f1-bb15-89f1c00ac393,87.75706,,,10.48021,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:22:59.63,2026-06-18T18:22:59.6370000-04:00,2026-06-18T22:22:59.6370000Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,8d295720-90ca-4954-a22e-e75bd2daa185,54.56169,-131.33601,17.72363,4.51764,1.30375,-11.14334,2.00935,-8.42217,9.05747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27942,3.436833,1.949235,1.487598,-1.41735,2.81401,0.04272,0.22888,4.74515,4.47953,71.32684,1.37068,-53.45772,0.22039,49.19276,-0.92018,4.7911,21.84468,-16.30455,4.45313,-43.28156,2.95825,High,High,High,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2026-06-18,18:25:40.50,1,1,"Kmatz, Zach",827297,Right,BRE_WHI,"Chun, Tanner",821930,Right,HYA_HAR,Undefined,6,Top,0,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.3029,-0.248904,-2.900487,2006.661634,229.549798,1:45,5.31866,1.47167,6.86742,-20.17985,14.393,15.30414,3.40986,0.10117,79.67191,-4.173691,-0.106185,0.423194,,,,,,,,,,,,-9.0502,8.09083,-1.29137,50,5.29533,5.96201,-129.50269,-1.05576,-14.97778,33.46546,-18.784,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,a38e2720-6b64-11f1-bb15-89f1c00ac393,89.06667,,,9.63099,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:25:40.50,2026-06-18T18:25:40.5020000-04:00,2026-06-18T22:25:40.5020000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,3739a01d-ecc8-42ee-8f07-1f504ce5a72a,53.62524,-130.43614,16.73273,5.31747,-0.53182,-9.392,-1.46349,6.37979,-7.48889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2026-06-18,18:25:56.45,1,2,"Kmatz, Zach",827297,Right,BRE_WHI,"Chun, Tanner",821930,Right,HYA_HAR,Undefined,6,Top,0,0,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.10863,-0.717735,-2.681485,2025.390678,224.874192,1:30,5.50198,1.3712,6.81634,-15.28946,18.03804,16.64808,3.57231,0.31039,81.11608,-3.742949,0.355954,0.415502,,,,,,,,,,,,-9.66469,10.13646,-1.20298,50,5.44944,5.51382,-132.1064,-1.97804,-16.61686,35.24528,-14.74601,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,ad19b200-6b64-11f1-bb15-89f1c00ac393,90.71552,,,9.99255,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,22:25:56.45,2026-06-18T18:25:56.4580000-04:00,2026-06-18T22:25:56.4580000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,28569891-0475-415c-8c50-fff56369596c,53.67608,-133.08354,17.62264,5.49861,-1.56922,-7.37301,-1.36223,5.9745,-8.30843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
