PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dConfidence,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
49,2026-06-18,17:26:23.72,1,3,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Jenkins, Owen",828215,Right,BRE_WHI,Undefined,2,Bottom,0,1,1,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.85371,-0.162517,1.14838,2613.185096,125.828136,10:15,6.11284,0.08565,5.07987,-39.38581,2.81666,-1.95276,2.67747,1.00556,75.5635,-7.333462,0.802775,0.467563,,,,,,,,,,,,1.30311,1.90047,-0.19282,50,6.06673,-2.32212,-120.125,-1.80534,1.89272,24.57018,-29.41372,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,5b9b8c80-6b5c-11f1-bb15-89f1c00ac393,80.61466,,,7.29022,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:26:23.72,2026-06-18T17:26:23.7279232-04:00,2026-06-18T21:26:23.7279232Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,3ff37162-c475-42d3-95b8-c8621ef5278c,55.41521,-121.22756,12.28509,6.11813,-0.48543,-14.70686,-0.08671,-2.40705,0.94636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2026-06-18,17:26:38.34,1,4,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Jenkins, Owen",828215,Right,BRE_WHI,Undefined,2,Bottom,0,1,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,82.28988,-0.709768,0.11609,2702.838829,61.895199,8:00,6.14411,0.04864,5.1073,-43.02097,-0.32933,-3.24626,1.89029,-0.1125,75.31221,-8.509394,-0.459496,0.470265,102.13719,4.207253,-15.938455,2369.863441,,,,93.10895,87.55965,-17.794595,0.655686,1.66059,0.41425,-0.05689,50,6.04349,-0.10517,-119.383,-3.06334,2.38152,24.32882,-31.57994,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,64521420-6b5c-11f1-bb15-89f1c00ac393,80.15144,3.35624,,6.97767,,,,1.84822,2.00474,0.11237,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:26:38.34,2026-06-18T17:26:38.3435776-04:00,2026-06-18T21:26:38.3435776Z,GroundBall,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,832450c8-c5bd-4930-bf31-3b5d26a9206c,55.3906,-120.47653,12.16441,6.14928,-1.64389,-15.78997,-0.04976,-0.21222,1.19076,61.617761,1.87033,143.20128,-16.58853,,,,,,,2.03201,10.43057,-20.69435,,,,,,,0.12985,-41.38603,-3.40634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2026-06-18,17:27:18.19,2,1,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Harvey, Dane",838717,Left,BRE_WHI,Undefined,2,Bottom,1,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.44233,0.406661,0.182382,2631.406171,211.997001,1:00,6.17862,0.12246,5.35832,-34.19163,5.71303,2.79528,3.71068,0.52643,77.36643,-5.866538,0.679408,0.454656,,,,,,,,,,,,-1.34583,3.15292,-0.14087,50,6.191,-0.51101,-122.59453,-0.3582,-2.05088,23.93669,-27.36936,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,7c0bfe00-6b5c-11f1-bb15-89f1c00ac393,82.90313,,,7.0759,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:27:18.19,2026-06-18T17:27:18.1902336-04:00,2026-06-18T21:27:18.1902336Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,7d200630-822e-49b7-9992-9260cfca6924,55.13753,-123.59356,11.96835,6.18211,0.7841,-13.68468,-0.12133,-0.42541,-1.02544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2026-06-18,17:27:34.86,2,2,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Harvey, Dane",838717,Left,BRE_WHI,Undefined,2,Bottom,1,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.11522,-2.809719,-0.355593,2409.009022,195.865846,12:30,6.02799,-0.04591,5.75479,-11.50438,23.6469,6.34985,2.45173,0.15223,81.11675,-5.079433,0.781045,0.426719,,,,,,,,,,,,-3.30839,13.24942,0.07167,50,5.78788,0.52224,-130.50261,-6.64967,-5.61919,31.34137,-9.67039,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,85f58760-6b5c-11f1-bb15-89f1c00ac393,88.33081,,,8.99847,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:27:34.86,2026-06-18T17:27:34.8655616-04:00,2026-06-18T21:27:34.8655616Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,33e80421-c371-463c-8a47-e847cd2a4509,54.73742,-131.63542,15.67068,6.02191,-6.30014,-4.83519,0.04912,0.72534,-2.80959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2026-06-18,17:27:52.76,2,3,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Harvey, Dane",838717,Left,BRE_WHI,Undefined,2,Bottom,1,1,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,86.1735,-2.163769,-0.069367,1947.918745,216.283722,1:15,6.00009,0.23208,5.39309,-19.75525,19.01458,12.95146,2.32505,1.24636,78.06056,-5.885814,2.234313,0.448145,86.16393,0.100679,17.450949,2491.388209,,,,43.19461,42.12047,14.836858,0.340817,-6.56937,10.64741,-0.23548,50,5.79369,-0.406,-124.89137,-5.33704,-10.25391,27.91508,-15.55493,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,90a4d1c0-6b5c-11f1-bb15-89f1c00ac393,84.10773,2.46736,,8.11294,,,,2.12247,2.46736,-1.28133,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:27:52.76,2026-06-18T17:27:52.7617536-04:00,2026-06-18T21:27:52.7617536Z,GroundBall,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,ef876eaa-8124-4fea-ad2f-b9b8d9f0a38e,55.10304,-126.02682,13.95754,5.9979,-4.70434,-7.77746,-0.22745,0.01107,-5.12696,9.230862,2.12421,120.48894,-12.36349,,,,,,,2.47155,0.05876,-21.48527,,,,,,,-1.28041,37.86217,-4.85378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2026-06-18,17:28:33.33,3,1,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,2,Bottom,2,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.66209,-2.935039,-0.734573,2338.402556,199.135166,12:45,6.22759,0.09798,5.91474,-9.17351,26.15316,8.61508,2.73665,0.13414,80.61058,-4.798873,0.811852,0.427782,,,,,,,,,,,,-4.53079,14.52997,-0.0433,50,5.9861,1.26695,-129.81103,-6.75758,-7.61504,30.97824,-7.75315,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,a8d10570-6b5c-11f1-bb15-89f1c00ac393,88.11128,,,9.05151,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:28:33.33,2026-06-18T17:28:33.3323264-04:00,2026-06-18T21:28:33.3323264Z,,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,f80b30b3-4c6d-48a2-96a4-a73a7b799f99,54.57453,-130.89815,15.48912,6.21847,-6.4855,-3.87657,-0.09245,1.53418,-3.80752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2026-06-18,17:28:54.76,3,2,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,2,Bottom,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.70937,-2.774328,0.796376,2434.32889,210.030428,1:00,6.1836,-0.18379,5.69565,-12.39721,21.46068,11.71536,2.56289,1.53467,83.02647,-5.176847,2.890254,0.418795,36.78618,-41.417032,-75.868754,,,,,4.56472,4.15773,-69.848134,0.068902,-5.71079,12.1217,0.10948,50,5.94313,-2.37114,-132.90965,-6.76563,-10.10025,31.48278,-10.73534,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,b5963780-6b5c-11f1-bb15-89f1c00ac393,90.00216,2.49203,,8.6829,,,,0.88289,2.49203,-1.54581,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:28:54.76,2026-06-18T17:28:54.7667456-04:00,2026-06-18T21:28:54.7667456Z,GroundBall,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,0475eb1f-38ce-4438-bc82-936bb04ac191,54.80003,-134.04183,15.74139,6.17949,-6.37957,-5.36767,0.18822,-2.00791,-5.05012,180,0.88143,10.00986,,,,,,,,2.49731,-36.16789,,,,,,,,-1.54001,-39.75914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2026-06-18,17:29:45.48,3,3,"St. Pierre, Brady",1000364925,Right,HYA_HAR,"Lambdin, Jake",830145,Right,BRE_WHI,Undefined,2,Bottom,2,0,2,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,,82.58431,-0.519726,0.155844,2602.71846,142.963917,10:45,6.17123,-0.19337,5.25005,-38.3816,3.59087,-1.70595,2.48438,-0.18909,75.75545,-7.517791,-0.147178,0.466288,77.38796,39.101041,28.939054,,95.1398,68.00069,55.21227,249.96751,244.4657,30.009543,4.308979,0.90087,2.32083,0.18041,50,6.09508,-0.25486,-119.87948,-2.46302,1.30917,23.46872,-28.80129,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,d3daa140-6b5c-11f1-bb15-89f1c00ac393,80.83519,71.67611,,6.82887,,,,0.76696,2.53173,0.21533,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:29:45.48,2026-06-18T17:29:45.4802944-04:00,2026-06-18T21:29:45.4802944Z,FlyBall,v3,,,,"Ortega, Efren",815707,Right,HYA_HAR,2642919b-023a-4c2d-9a42-ceb7e64bccd2,55.24741,-120.9024,11.73436,6.17507,-1.20768,-14.40065,0.19276,-0.31192,0.65458,194.035734,0.7686,77.03938,-15.073,3.61894,-0.35743,-0.08658,0.0346,-0.00412,0.00015,2.53308,71.5483,-20.75549,1.20935,0.17233,-0.21506,0.07626,-0.01233,0.00076,0.21547,42.61829,-6.10977,1.19457,-0.20354,0.04138,-0.01026,0.00171,-0.00011,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2026-06-18,17:32:09.23,1,1,"Grim, Ethan",832561,Right,BRE_WHI,"Ortega, Efren",815707,Right,HYA_HAR,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.28332,-1.830335,-4.409658,2205.578011,209.181647,1:00,5.56926,2.12251,5.61039,-14.94591,19.58285,10.22918,2.60974,-1.14903,82.17263,-4.704906,-2.591867,0.422923,,,,,,,,,,,,-6.54091,10.82949,-1.75168,50,5.40306,9.7022,-131.9149,-4.65499,-11.3729,31.53285,-13.34447,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,29886050-6b5d-11f1-bb15-89f1c00ac393,89.12355,,,9.11069,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:32:09.23,2026-06-18T17:32:09.2375040-04:00,2026-06-18T21:32:09.2375040Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,8437dd34-4d7e-485a-b954-6529d61d3e67,54.88334,-133.07709,15.76642,5.56556,-4.16316,-6.67224,-2.11699,10.12137,-5.68645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2026-06-18,17:32:22.89,1,2,"Grim, Ethan",832561,Right,BRE_WHI,"Ortega, Efren",815707,Right,HYA_HAR,Undefined,3,Top,0,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.21307,-1.209218,-3.748951,2215.214098,211.834941,1:00,5.28353,2.58857,5.73776,-17.17639,18.02781,10.37977,2.72363,-0.04225,81.01709,-4.50025,-1.897197,0.42704,,,,,,,,,,,,-6.52874,9.94985,-2.28276,50,5.17255,8.09866,-130.52962,-3.27026,-11.07044,31.8764,-15.30261,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,31a714c0-6b5d-11f1-bb15-89f1c00ac393,88.2644,,,9.19598,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:32:22.89,2026-06-18T17:32:22.8955648-04:00,2026-06-18T21:32:22.8955648Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,eca53980-6265-4767-b3e1-25b055fb893f,54.75742,-131.68629,15.9382,5.28114,-2.71498,-7.65131,-2.58392,8.50037,-5.53522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2026-06-18,17:32:42.44,1,3,"Grim, Ethan",832561,Right,BRE_WHI,"Ortega, Efren",815707,Right,HYA_HAR,Undefined,3,Top,0,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.2784,1.792022,-1.187504,2448.854792,69.310978,8:15,5.25766,2.73379,5.15889,-50.61546,-5.01103,-17.80343,2.72736,0.13228,72.14533,-7.433793,-4.339174,0.486043,,,,,,,,,,,,8.38623,-2.56382,-2.60892,50,5.38665,3.1701,-116.19271,1.78678,11.18728,26.68162,-35.5942,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,3d527260-6b5d-11f1-bb15-89f1c00ac393,77.54958,,,8.13307,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:32:42.44,2026-06-18T17:32:42.4446976-04:00,2026-06-18T21:32:42.4446976Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,a0208710-8f7a-4990-b142-c2397c147024,55.33678,-117.41181,13.34081,5.26785,3.4131,-17.7971,-2.74209,2.65895,5.59364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2026-06-18,17:32:56.65,1,4,"Grim, Ethan",832561,Right,BRE_WHI,"Ortega, Efren",815707,Right,HYA_HAR,Undefined,3,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.34873,0.046074,-3.065704,2501.345299,108.449696,9:30,5.17908,2.64467,5.03542,-37.92482,7.36304,-16.43233,2.06221,-1.61964,72.26531,-6.929622,-5.958338,0.484353,,,,,,,,,,,,6.86654,4.19977,-2.33825,50,5.15426,7.01753,-117.36719,-1.24977,9.23277,29.66219,-26.52703,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,45ca6a60-6b5d-11f1-bb15-89f1c00ac393,77.82015,,,9.08341,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:32:56.65,2026-06-18T17:32:56.6529024-04:00,2026-06-18T21:32:56.6529024Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,b78b3282-c8d4-435c-a6f7-ca7b9ed5fa99,55.45427,-118.73764,14.8311,5.18368,-0.02417,-13.26351,-2.65262,6.59096,4.61638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2026-06-18,17:33:11.82,1,5,"Grim, Ethan",832561,Right,BRE_WHI,"Ortega, Efren",815707,Right,HYA_HAR,Undefined,3,Top,0,2,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.72471,1.271892,-3.440774,1522.835196,273.524787,3:00,5.10801,2.69402,5.38993,-41.85833,0.42,17.86021,2.8142,0.95375,74.63027,-6.41104,-0.269804,0.467983,98.65311,-2.402247,-44.264125,3489.375871,,,,45.3021,45.3021,-44.885466,0.304144,-10.11095,0.20335,-2.39974,50,5.1923,6.45485,-119.7489,1.17877,-14.46468,26.31276,-31.88312,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,4ed55390-6b5d-11f1-bb15-89f1c00ac393,80.54228,3.3079,,8.09444,,,,2.21137,3.3079,-1.33992,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:33:11.82,2026-06-18T17:33:11.8247936-04:00,2026-06-18T21:33:11.8247936Z,GroundBall,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,9a9ed89d-099a-437d-ab72-60579d4970e4,55.10772,-120.86602,13.15638,5.11352,2.53239,-15.94156,-2.68682,7.06896,-7.23234,,2.21378,103.42163,-17.01347,,,,,,,3.30913,-6.11811,-15.67048,,,,,,,-1.33883,-100.94848,0.77106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2026-06-18,17:33:33.35,1,6,"Grim, Ethan",832561,Right,BRE_WHI,"Ortega, Efren",815707,Right,HYA_HAR,Undefined,3,Top,0,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.74712,-2.147378,-3.588797,2368.533419,213.141566,1:00,5.40827,2.34875,5.47078,-13.21784,22.02588,13.34383,2.29237,0.09793,80.42897,-4.769601,-1.21914,0.42728,,,,,,,,,,,,-8.06016,12.30138,-2.04215,50,5.21091,7.64687,-132.24409,-5.28923,-13.69886,38.76511,-11.26698,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,5ba66c80-6b5d-11f1-bb15-89f1c00ac393,88.21493,,,11.31815,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:33:33.35,2026-06-18T17:33:33.3530000-04:00,2026-06-18T21:33:33.3530000Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,f3544042-7c39-40bc-b5f1-f7764e02c1a6,55.01784,-133.70689,19.38256,5.40248,-4.86407,-5.63349,-2.34045,8.1638,-6.84943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.95916,2.635248,1.160346,1.474902,-1.04716,2.08327,-0.04783,-4.68958,5.19056,1.91649,70.62068,6.4773,54.17272,-4.63705,54.64792,-2.45986,5.2859,23.26389,-15.23207,1.97261,38.7409,-2.27453,High,High,High,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2026-06-18,17:34:01.56,2,1,"Grim, Ethan",832561,Right,BRE_WHI,"Chun, Tanner",821930,Right,HYA_HAR,Undefined,3,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.9023,-0.916861,-3.561192,2404.797085,223.656113,1:30,5.55984,2.14141,5.65662,-13.25308,22.60139,19.95954,3.59867,0.4794,79.04377,-3.58115,-0.002764,0.430966,,,,,,,,,,,,-11.41961,12.17906,-1.85187,50,5.47423,7.19634,-131.05488,-2.38461,-18.91978,39.89053,-11.99599,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,6c7789e0-6b5d-11f1-bb15-89f1c00ac393,87.46037,,,11.85853,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:34:01.56,2026-06-18T17:34:01.5665664-04:00,2026-06-18T21:34:01.5665664Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,624b23a6-cd1a-4a47-ab7e-febd56786ae9,54.83045,-132.51702,19.94527,5.55358,-1.94491,-5.99799,-2.12835,7.88982,-9.45989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2026-06-18,17:34:15.31,2,2,"Grim, Ethan",832561,Right,BRE_WHI,"Chun, Tanner",821930,Right,HYA_HAR,Undefined,3,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.54244,-0.337393,-2.594024,2337.021558,233.80469,1:45,5.20284,2.38696,5.65652,-20.63312,15.66127,19.34182,3.16845,1.57804,79.23971,-4.283833,0.859291,0.433602,,,,,,,,,,,,-10.86209,8.49142,-2.1802,50,5.16183,5.01749,-129.53587,-1.40932,-17.83765,35.4949,-18.22949,BRE_WHI,HYA_HAR,CCBLBrewster,Cape Cod Baseball League,CCBL,20260618-CCBLBrewster-1,74a53270-6b5d-11f1-bb15-89f1c00ac393,86.9287,,,10.30273,,,,,,,93573a9d-26bc-46cc-8648-aab8239aff84,2026-06-18,21:34:15.31,2026-06-18T17:34:15.3161216-04:00,2026-06-18T21:34:15.3161216Z,,v3,,,,"Jenkins, Owen",828215,Right,BRE_WHI,11a5b4b3-f33f-42bf-8425-202f1a7f4bf9,54.83821,-130.8549,17.74745,5.20161,-0.7319,-9.11475,-2.37897,5.68036,-8.91883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
