PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dConfidence,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4
85,2026-06-13,18:48:55,3,3,"West, Charlie",837547,Left,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,3,Bottom,2,2,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.39913,-3.530019,-0.018336,2323.767932,173.676734,11:45,6.14855,-0.30461,5.37415,-9.8113,24.06738,-2.52949,2.0173,-0.53259,83.36401,-5.468541,-0.467872,0.418923,,,,,,,,,,,,1.25976,13.52804,0.3081,50,5.82566,0.16259,-133.6975,-8.46975,2.25164,32.19715,-7.99476,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,0e90fcd0-677a-11f1-adad-bdfaa9ccbfbc,89.97454,,,9.03512,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:48:55,2026-06-13T18:48:54.7728896-04:00,2026-06-13T22:48:54.7728896Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,c0f67c5e-efb9-4eb8-b528-c4d2660fbc41,55.12157,-134.92524,16.09857,6.14281,-8.1649,-3.99738,0.30353,0.07673,1.12582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,163.053377,8.254823,2299.692078,0.989639,11:30,-0.161367,0.279073,-0.946614,,7.105526,11.496105,-57.78806,0.110844,172.653855,-0.98568,7.300629,0.98568,-0.127076,-0.110844,6.416218,6.363986,0.127076,0.127076,-172.653855,-6.363986,0.110844,-7.300629,-6.416218,-0.110844,-0.127076,0.98568,-0.98568
86,2026-06-13,18:49:12,3,4,"West, Charlie",837547,Left,BRE_WHI,"Miller, Caden",832296,Left,HYA_HAR,Undefined,3,Bottom,2,2,1,Undefined,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,92.47644,-2.969581,1.746047,2310.672052,165.02341,11:30,6.16227,-0.34952,5.29984,-9.86501,24.13434,-6.11642,2.54851,0.7805,83.1531,-4.926118,0.661268,0.419669,95.93567,23.105232,-7.224022,2650.552922,108.19248,41.4387,-19.85916,354.44331,353.46811,-15.584791,4.137747,3.63355,13.41619,0.19549,50,5.8858,-3.78893,-133.78377,-7.17502,6.48237,33.07202,-8.23908,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,18ef8f20-677a-11f1-adad-bdfaa9ccbfbc,89.81473,54.05274,,9.32334,,,,1.57997,2.58093,-0.7869,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:49:12,2026-06-13T18:49:12.1808896-04:00,2026-06-13T22:49:12.1808896Z,LineDrive,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,a7c0daab-7b07-4e6d-8eeb-0e023bb878c0,55.19663,-135.06229,16.53601,6.15702,-6.85651,-4.11954,0.34681,-4.03953,3.24118,139.481878,1.57966,128.40149,-21.68093,4.90837,-1.13743,0.27995,-0.06494,0.01,-0.00065,2.58178,55.19188,-15.5445,0.01918,0.45885,-0.23665,0.06985,-0.0104,0.0006,-0.78691,-16.27428,-5.55967,2.38786,-0.713,0.16618,-0.02984,0.0034,-0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,163.777618,4.689699,2302.936156,0.996652,11:30,-0.066871,0.273821,-0.959453,,11.909267,2.594768,-52.690162,0.089569,167.578949,-0.972668,12.370334,0.972668,-0.21423,-0.089569,5.261289,5.138807,0.21423,0.21423,-167.578949,-5.138807,0.089569,-12.370334,-5.261289,-0.089569,-0.21423,0.972668,-0.972668
87,2026-06-13,18:49:57,4,1,"West, Charlie",837547,Left,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,3,Bottom,2,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.98371,-3.987343,0.933263,2293.046331,172.903412,11:45,6.02399,-0.46995,5.44866,-10.35552,23.6873,-2.7965,1.42148,0.17082,83.23673,-6.017377,0.43566,0.419937,,,,,,,,,,,,1.70823,13.5639,0.3896,50,5.66505,-2.04132,-133.09764,-9.53778,3.03136,31.43175,-8.10417,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,33e34740-677a-11f1-adad-bdfaa9ccbfbc,89.75735,,,8.74698,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:49:57,2026-06-13T18:49:57.4105600-04:00,2026-06-13T22:49:57.4105600Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,b375d825-6bac-4126-b168-2a1297f71386,55.04945,-134.2848,15.71588,6.01951,-9.23169,-4.05208,0.46886,-2.15582,1.51568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,161.495405,10.461101,2254.932238,0.983378,11:30,-0.187615,0.298724,-0.935716,,8.41892,8.426208,-47.349441,0.07979,168.068382,-0.975276,11.893019,0.975276,-0.206085,-0.07979,4.67713,4.576514,0.206085,0.206085,-168.068382,-4.576514,0.07979,-11.893019,-4.67713,-0.07979,-0.206085,0.975276,-0.975276
88,2026-06-13,18:50:13,4,2,"West, Charlie",837547,Left,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,3,Bottom,2,1,0,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.54874,-1.442633,2.923847,1258.052561,120.535644,10:00,5.69512,-1.00715,5.55996,-31.75592,8.17461,-11.54906,1.69893,0.76448,76.99221,-7.30259,0.864688,0.454804,,,,,,,,,,,,6.72863,4.96315,0.76237,50,5.54961,-5.77659,-122.51589,-4.1721,10.14997,25.91004,-24.68724,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,3d2964b0-677a-11f1-adad-bdfaa9ccbfbc,82.8763,,,7.55654,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:50:13,2026-06-13T18:50:12.9001984-04:00,2026-06-13T22:50:12.9001984Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,ea0146b1-7837-4cf5-9945-fa3b1cdf90cb,54.93813,-123.55581,12.95502,5.69717,-3.18127,-12.34362,1.00239,-6.18397,5.07498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,132.127376,-33.406173,1050.207868,0.834789,10:30,0.562676,0.63279,-0.531952,,-67.593087,28.889712,-73.507735,-0.134813,114.118322,-0.404892,-64.738773,0.404892,-0.904372,0.134813,18.41571,-7.747805,0.904372,-0.904372,-114.118322,7.747805,0.134813,64.738773,-18.41571,-0.134813,0.904372,0.404892,-0.404892
89,2026-06-13,18:50:30,4,3,"West, Charlie",837547,Left,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,3,Bottom,2,1,1,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.87581,-3.018858,0.91497,2349.465991,161.916853,11:30,6.06478,-0.39015,5.39954,-10.06032,24.14344,-7.47622,2.39455,-0.1557,82.86488,-5.008011,-0.414182,0.420929,78.96668,2.245056,174.312049,1050.549953,,,,95.49185,39.18326,174.614648,0.984212,4.05307,13.45509,0.31407,50,5.78913,-1.77755,-133.01784,-7.25108,7.16755,31.98773,-8.37972,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,474548b0-677a-11f1-adad-bdfaa9ccbfbc,89.54592,3.23124,,9.01093,,,,3.83285,2.43651,0.09187,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:50:30,2026-06-13T18:50:29.9004928-04:00,2026-06-13T22:50:29.9004928Z,GroundBall,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,60a54984-59e1-4aad-9f6d-4b988db74fb1,55.09733,-134.23803,15.99387,6.05964,-6.93143,-4.18986,0.38709,-2.05096,3.58377,,3.70681,-113.40245,13.36699,,,,,,,2.39904,5.07869,-7.60511,,,,,,,0.11583,11.13379,-2.20177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,162.552004,9.253959,2318.888292,0.986985,11:30,-0.161115,0.287058,-0.944267,,3.506733,3.992236,-62.048527,0.066977,164.741997,-0.962584,15.22291,0.962584,-0.262575,-0.066977,3.980274,3.840399,0.262575,0.262575,-164.741997,-3.840399,0.066977,-15.22291,-3.980274,-0.066977,-0.262575,0.962584,-0.962584
90,2026-06-13,18:50:52,4,4,"West, Charlie",837547,Left,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,3,Bottom,2,1,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.82449,-0.529861,0.171033,2363.972654,164.90831,11:30,6.1776,-0.26417,5.13526,-9.14977,25.28757,-6.43205,4.91614,-0.63911,81.94706,-2.401191,-0.966987,0.422363,,,,,,,,,,,,3.21839,13.0689,0.25321,50,6.12193,-0.0743,-134.15518,-1.39874,5.67722,37.69076,-9.12068,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,5480e340-677a-11f1-adad-bdfaa9ccbfbc,89.24172,,,10.87743,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:50:52,2026-06-13T18:50:52.1146368-04:00,2026-06-13T22:50:52.1146368Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,02b57db5-c315-4483-8e93-6d60343a5d68,55.35518,-135.65137,18.84538,6.17027,-1.03668,-4.56034,0.26063,-0.29967,2.83861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,163.61329,9.774495,2329.656211,0.985484,11:30,-0.169512,0.276442,-0.945963,,1.535899,14.502576,-61.686112,0.045196,175.587909,-0.996018,4.407573,0.996018,-0.076851,-0.045196,2.598139,2.59045,0.076851,0.076851,-175.587909,-2.59045,0.045196,-4.407573,-2.598139,-0.045196,-0.076851,0.996018,-0.996018
91,2026-06-13,18:51:10,4,5,"West, Charlie",837547,Left,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,3,Bottom,2,2,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.32861,0.652675,1.678421,2759.853639,334.300237,5:15,6.01299,-0.70721,5.06153,-57.76393,-11.66229,6.33477,1.81508,1.40385,72.75079,-9.745122,2.800469,0.488686,,,,,,,,,,,,-2.63665,-5.52177,0.54242,50,6.02898,-3.63531,-115.07108,-0.82821,-3.5069,22.95503,-39.51827,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,5f593970-677a-11f1-adad-bdfaa9ccbfbc,77.13022,,,6.57781,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:51:10,2026-06-13T18:51:10.2621184-04:00,2026-06-13T22:51:10.2621184Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,6a11828d-d8b4-472f-ac2b-4049769a397b,55.43977,-116.15117,11.47752,6.0242,1.03122,-19.75913,0.70959,-3.47031,-1.75345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,344.412714,-67.525959,1054.994946,0.382265,5:30,0.911642,-0.113236,0.395077,,-100.864951,18.885411,23.900802,-0.528325,133.367236,-0.583014,-38.113864,0.583014,-0.617226,0.528325,42.182738,-31.892319,0.617226,-0.617226,-133.367236,31.892319,0.528325,38.113864,-42.182738,-0.528325,0.617226,0.583014,-0.583014
92,2026-06-13,18:51:28,4,6,"West, Charlie",837547,Left,BRE_WHI,"Head, John Paul",1000358496,Right,HYA_HAR,Undefined,3,Bottom,2,3,2,Undefined,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,92.9606,-4.110366,1.178807,2337.81066,159.390753,11:15,6.08688,-0.4282,5.41818,-8.36705,25.34399,-9.03418,1.53181,-0.07664,83.25632,-5.80727,-0.427483,0.417886,,,,,,,,,,,,4.94973,14.51646,0.33008,50,5.71622,-2.33891,-134.32128,-9.80751,8.85727,34.66456,-6.19753,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,6a0f3a90-677a-11f1-adad-bdfaa9ccbfbc,90.198,,,9.70428,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:51:28,2026-06-13T18:51:28.2871296-04:00,2026-06-13T22:51:28.2871296Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,6a138939-7721-451a-bffe-9b1413b2a9a8,55.07801,-135.62544,17.33228,6.08082,-9.57434,-3.09877,0.42435,-2.67215,4.42864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,161.03475,10.860872,2295.934902,0.982088,11:15,-0.191666,0.304846,-0.932916,,6.984746,15.212492,-49.413803,0.06854,174.322397,-0.992754,5.664208,0.992754,-0.098698,-0.06854,3.949454,3.93014,0.098698,0.098698,-174.322397,-3.93014,0.06854,-5.664208,-3.949454,-0.06854,-0.098698,0.992754,-0.992754
93,2026-06-13,18:52:00,5,1,"West, Charlie",837547,Left,BRE_WHI,"Hawsey, Trey",1000077439,Left,HYA_HAR,Undefined,3,Bottom,2,0,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.62999,-3.442931,0.911313,2343.257684,161.889349,11:30,6.0606,-0.40726,5.51854,-8.0417,25.79549,-7.99922,2.16704,-0.22171,82.76827,-5.093649,-0.513752,0.418667,71.57957,53.720512,-151.749624,4504.518452,,,,,31.32182,,,4.36158,14.59713,0.33351,50,5.75594,-1.75971,-133.95082,-8.18845,7.74317,35.1077,-6.25961,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,7cb47bb0-677a-11f1-adad-bdfaa9ccbfbc,90.02964,39.63942,,9.86171,,,,1.75516,2.22155,0.20359,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:52:00,2026-06-13T18:51:59.5565568-04:00,2026-06-13T22:51:59.5565568Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,603e9021-ec08-4604-bf6a-5a0cc9126a42,54.97744,-135.24908,17.55385,6.05446,-7.95698,-3.12981,0.40387,-2.04605,3.87158,25.269842,1.75516,-54.72175,-0.25897,2.29173,-0.7838,0.23959,-0.05898,0.01359,-0.00187,2.22155,84.63117,-32.54082,4.76577,-1.00858,0.19069,-0.03241,0.00447,0.00036,0.20359,-29.40352,7.67882,-1.18209,0.20805,-0.02435,0.0036,-0.00033,-5.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,158.129534,7.62472,2322.539503,0.991158,11:15,-0.139968,0.360581,-0.922166,,13.828653,17.185473,-45.806047,0.089121,176.087592,-0.9937,3.896815,0.9937,-0.06796,-0.089121,5.124944,5.113064,0.06796,0.06796,-176.087592,-5.113064,0.089121,-3.896815,-5.124944,-0.089121,-0.06796,0.9937,-0.9937
94,2026-06-13,18:52:20,5,2,"West, Charlie",837547,Left,BRE_WHI,"Hawsey, Trey",1000077439,Left,HYA_HAR,Undefined,3,Bottom,2,0,1,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.02904,-2.195905,2.23397,2362.666533,160.623698,11:15,6.04318,-0.45597,5.42487,-8.1626,25.29549,-8.45449,3.30364,0.93296,83.45734,-3.8601,0.731744,0.416315,,,,,,,,,,,,4.96177,13.75997,0.26376,50,5.84319,-4.84795,-134.62308,-5.3022,8.95417,33.76491,-7.34248,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,88cc2fb0-677a-11f1-adad-bdfaa9ccbfbc,90.5383,,,9.57171,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:52:20,2026-06-13T18:52:19.8481408-04:00,2026-06-13T22:52:19.8481408Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,e9900ccd-7b3a-4812-a452-3314bc90a919,55.07051,-135.88887,16.88245,6.0368,-5.02694,-3.67124,0.45179,-5.18363,4.47708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,161.275187,9.268303,2331.821847,0.986945,11:30,-0.136513,0.310428,-0.940744,,7.926259,14.181386,-39.349425,-0.016201,176.440304,-0.99794,-3.559228,0.99794,-0.06208,0.016201,0.930102,-0.928308,0.06208,-0.06208,-176.440304,0.928308,0.016201,3.559228,-0.930102,-0.016201,0.06208,0.99794,-0.99794
95,2026-06-13,18:52:43,5,3,"West, Charlie",837547,Left,BRE_WHI,"Hawsey, Trey",1000077439,Left,HYA_HAR,Undefined,3,Bottom,2,0,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.24623,-0.639225,1.565503,2357.751466,165.787253,11:30,6.21006,-0.15167,5.16849,-8.11579,25.52238,-6.14414,4.93192,0.81,83.40461,-2.296856,0.478294,0.417434,,,,,,,,,,,,3.54504,13.19977,0.01057,50,6.14512,-3.38071,-134.95487,-1.63782,6.41876,34.3618,-8.27414,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,96aff120-677a-11f1-adad-bdfaa9ccbfbc,90.29564,,,9.84162,,,,,,,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:52:43,2026-06-13T18:52:43.1953408-04:00,2026-06-13T22:52:43.1953408Z,,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,3dcc4d85-86ef-4eda-88ba-aa92469aa18c,55.32486,-136.30393,17.1809,6.20305,-1.31297,-4.13707,0.14825,-3.63272,3.20938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,163.080201,9.797959,2323.361215,0.985414,11:30,-0.147543,0.284871,-0.947143,,-1.761746,10.704677,-53.696354,-0.080263,172.181425,-0.987507,-7.793193,0.987507,-0.135598,0.080263,4.646722,-4.603711,0.135598,-0.135598,-172.181425,4.603711,0.080263,7.793193,-4.646722,-0.080263,0.135598,0.987507,-0.987507
96,2026-06-13,18:53:03,5,4,"West, Charlie",837547,Left,BRE_WHI,"Hawsey, Trey",1000077439,Left,HYA_HAR,Undefined,3,Bottom,2,1,2,Undefined,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,79.32622,0.959167,-0.007367,2723.738679,329.510703,5:00,6.14546,-0.28209,4.98644,-52.59668,-6.55642,4.72579,2.66822,0.10477,72.74216,-8.532314,0.828426,0.48836,74.08168,-16.58753,34.14266,,,,,10.35239,8.79883,28.531189,0.08518,-2.35701,-3.15528,0.2787,50,6.19449,-0.18,-115.11816,-0.00291,-3.15031,22.16698,-36.39129,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,a24025a0-677a-11f1-adad-bdfaa9ccbfbc,77.18161,2.65084,,6.58406,,,,1.72986,2.65084,-0.05001,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:53:03,2026-06-13T18:53:02.5050624-04:00,2026-06-13T22:53:02.5050624Z,GroundBall,v3,,,,"Jenkins, Owen",10073432,Right,BRE_WHI,38385ae1-ab3a-444b-8888-78ef3bb1aa81,55.51462,-116.17519,11.08349,6.15326,1.7324,-18.19564,0.2837,-0.02978,-1.57515,180,1.72597,86.46732,,,,,,,,2.65224,-31.12036,,,,,,,,-0.05264,58.63671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,355.388357,-67.45793,1044.177076,0.383362,5:45,0.923002,-0.046279,0.382002,,-106.26156,28.002199,21.405595,-0.59719,135.270953,-0.569846,-34.366296,0.569846,-0.564482,0.59719,46.342237,-36.668936,0.564482,-0.564482,-135.270953,36.668936,0.59719,34.366296,-46.342237,-0.59719,0.564482,0.569846,-0.569846
97,2026-06-13,18:55:09,1,1,"Sweum, Karsten",827429,Left,HYA_HAR,"Laskofski, Jamie",10009966,Left,BRE_WHI,Undefined,4,Top,0,0,0,Undefined,Slider,InPlay,Undefined,LineDrive,HomeRun,0,1,,84.63407,-1.915147,0.334511,2477.200945,214.365424,1:15,6.46535,-1.23394,5.10145,-33.24833,7.04634,3.92536,1.88936,-0.59162,77.57775,-7.968084,1.029969,0.456873,92.32908,31.181589,25.226279,2818.553941,98.06875,58.56126,49.82429,365.02216,335.55723,29.07352,4.985234,-1.87965,4.40744,1.19909,50,6.25866,-0.88455,-122.74796,-5.32432,-2.85873,25.01206,-25.47082,HYA_HAR,BRE_WHI,CCBLHyannis,Cape Cod Baseball League,CCBL,20260613-CCBLHyannis-1,edca1170-677a-11f1-adad-bdfaa9ccbfbc,82.50098,79.12924,,7.05632,,,,2.7241,2.05062,0.63292,660b2262-afb1-47aa-9c52-57ff46a98290,2026-06-13,22:55:09,2026-06-13T18:55:09.2556288-04:00,2026-06-13T22:55:09.2556288Z,FlyBall,v3,,,,"Primrose, Blake",827699,Right,HYA_HAR,500ab4ea-6dbd-485d-9537-d48367c6b9e4,55.39811,-123.84303,12.50603,6.46736,-4.20916,-12.73541,1.23508,-0.75939,-1.42937,,2.7298,104.67507,-19.92571,4.25137,-0.24257,-0.22662,0.08129,-0.0111,0.00055,2.0465,70.19108,-17.76945,1.01939,-0.17037,0.02486,0.00793,-0.00277,0.00022,0.63301,49.3723,-4.11212,0.08436,0.17952,-0.07787,0.01882,-0.00244,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,196.603568,-73.24881,713.969338,0.288216,12:30,0.961379,-0.05031,-0.270591,,29.406915,-1.032664,-34.270128,0.294906,121.13953,-0.494126,54.869641,0.494126,-0.817845,-0.294906,30.829784,17.151911,0.817845,0.817845,-121.13953,-17.151911,0.294906,-54.869641,-30.829784,-0.294906,-0.817845,0.494126,-0.494126
