stat_type,player_name,team,program_name,source_group,njcaa_region,state,col_1,yr,pos,gp,tc,po,a,e,pb,f,dp,sba,rcs,rcs_1,ci,source_url,scraped_at,ab,h,rbi,bb,2b,3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,era,w,l,app,gs,sv,ip,r,er,k_9,whip,bf,wp,g,sb,cs,ops,gp_gs,tb,so,gdp,ob,sb_att,bio_link,w_l,app_gs,cg,sho,b_avg,bk,sfa,sha,c,fld,csb,no,gp_from_gp_gs,gs_from_gp_gs,app_from_app_gs,gs_from_app_gs,w_from_w_l,l_from_w_l,sb_from_sb_att,cs_from_sb_att,fpct,stats_team_name
pitching,Isaac Worden,Cowley County CC,Cowley County Community College,Extra,6,KS,15,Fr,LHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,35,,9,,,2,,34,,,,5,,,,,,,,4.26,4,1,9,4,0,25.1,12,12,12.08,1.74,122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Cameron Mock,Cowley County CC,Cowley County Community College,Extra,6,KS,22,So,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,13,,12,,,2,,7,,,,2,,,,,,,,5.4,1,1,12,0,0,13.1,9,8,4.73,1.88,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Hudson Roberts,Cowley County CC,Cowley County Community College,Extra,6,KS,5,Fr,RHP/OF,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,14,,5,,,3,,11,,,,3,,,,,,,,5.63,0,0,9,0,1,16,11,10,6.19,1.19,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Lucas Weaver,Cowley County CC,Cowley County Community College,Extra,6,KS,7,So,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,25,,8,,,4,,23,,,,3,,,,,,,,5.92,1,1,16,0,0,24.1,19,16,8.51,1.36,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Stetson Etheridge,Cowley County CC,Cowley County Community College,Extra,6,KS,40,Fr,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,14,,13,,,3,,11,,,,4,,,,,,,,6.75,0,0,14,0,1,16,12,12,6.19,1.69,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Carter Rose,Cowley County CC,Cowley County Community College,Extra,6,KS,24,Fr,LHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,15,,11,,,1,,22,,,,6,,,,,,,,7.2,0,1,20,0,1,15,14,12,13.2,1.73,83,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Chance Acord,Cowley County CC,Cowley County Community College,Extra,6,KS,10,So,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,67,,44,,,9,,75,,,,10,,,,,,,,7.25,5,5,16,14,0,58.1,56,47,11.57,1.9,290,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Jace Patton,Cowley County CC,Cowley County Community College,Extra,6,KS,4,So,RHP/INF,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,2,,2,,,,,3,,,,3,,,,,,,,7.36,0,0,3,0,0,3.2,4,3,7.36,1.09,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Keaton Humphrey,Cowley County CC,Cowley County Community College,Extra,6,KS,17,Fr,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,69,,24,,,10,,55,,,,2,,,,,,,,7.45,5,3,14,13,0,54.1,49,45,9.11,1.71,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Keegan Robertson,Cowley County CC,Cowley County Community College,Extra,6,KS,11,So,LHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,58,,21,,,9,,51,,,,7,,,,,,,,8.06,4,2,16,8,0,41.1,47,37,11.1,1.91,204,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Peyton Gosch,Cowley County CC,Cowley County Community College,Extra,6,KS,27,Fr,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,27,,27,,,6,,22,,,,3,,,,,,,,9.19,2,2,15,6,0,31.1,32,32,6.32,1.72,147,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Hudsen Periman,Cowley County CC,Cowley County Community College,Extra,6,KS,21,Fr,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,9,,15,,,1,,11,,,,2,,,,,,,,10.64,1,0,13,0,0,11,13,13,9,2.18,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Evan Fleet,Cowley County CC,Cowley County Community College,Extra,6,KS,39,Fr,LHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,9,,6,,,2,,4,,,,1,,,,,,,,13.5,0,0,6,0,0,6,11,9,6,2.5,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Jake Hobbs,Cowley County CC,Cowley County Community College,Extra,6,KS,38,Fr,LHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,13,,11,,,2,,9,,,,1,,,,,,,,24.16,0,0,8,0,0,6.1,19,17,12.79,3.79,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Landon Sterling,Cowley County CC,Cowley County Community College,Extra,6,KS,35,Fr,LHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,3,,5,,,,,0,,,,,,,,,,,,54,0,0,1,0,0,0.2,4,4,0,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Lane Morris,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,0,RSFR,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,13,1,3,3,,,,,7,0.077,0.25,0.077,,,,,,,,,,,,,,,,8,,,,,,20,2,1,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Caden Lesnau,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,1,RSFR,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,28,2,0,1,,,,,20,0.071,0.103,0.071,,,,,,,,,,,,,,,,0,,,,,,14,,,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Gamble Bye,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,2,RSSO,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,113,25,16,23,2,,2,,26,0.221,0.362,0.292,,,,,,,,,,,,,,,,17,,,,,,40,4,2,0.6539999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Dawson Smith,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,3,SO,OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,67,18,11,14,,,1,,21,0.269,0.39,0.313,,,,,,,,,,,,,,,,9,,,,,,28,6,,0.7030000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Braden Sprague,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,4,SO,C/OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,122,35,17,25,10,1,2,,21,0.287,0.401,0.434,,,,,,,,,,,,,,,,26,,,,,,46,10,5,0.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,JM Long,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,5,SO,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,186,65,29,15,10,1,6,,21,0.349,0.413,0.511,,,,,,,,,,,,,,,,32,,,,,,52,6,2,0.9239999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Kade Matthews-Boudreaux,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,6,SO,OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,50,11,4,6,1,,,,10,0.22,0.344,0.24,,,,,,,,,,,,,,,,11,,,,,,18,7,,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Zane Lynch,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,8,FR,INF/RHP,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,0,0,0,2,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Joseph Victery,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,9,RSSO,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,13,3,7,3,,,1,,5,0.231,0.375,0.462,,,,,,,,,,,,,,,,5,,,,,,7,,,0.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Denver Gillin,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,11,FR,OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,47,6,2,12,,,,,15,0.128,0.3,0.128,,,,,,,,,,,,,,,,8,,,,,,20,2,,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Bryson Carey,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,12,FR,OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,133,36,23,7,7,2,2,,24,0.271,0.347,0.398,,,,,,,,,,,,,,,,18,,,,,,46,14,4,0.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Kaden Dollar,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,15,RSFR,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,34,7,8,3,2,,1,,20,0.206,0.333,0.353,,,,,,,,,,,,,,,,3,,,,,,17,,,0.6859999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Luke Altom,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,18,FR,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,149,40,19,15,4,,1,,35,0.268,0.331,0.315,,,,,,,,,,,,,,,,21,,,,,,47,7,1,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Kooper Johnson,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,19,Fr,OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,142,30,26,31,5,1,6,,63,0.211,0.354,0.387,,,,,,,,,,,,,,,,23,,,,,,50,1,1,0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Sean Raucher,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,20,RSFR,INF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,45,8,5,3,1,1,,,18,0.178,0.255,0.244,,,,,,,,,,,,,,,,9,,,,,,18,1,1,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Clayton Sanders,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,22,RSSO,C,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,110,30,19,17,1,,2,,36,0.273,0.413,0.336,,,,,,,,,,,,,,,,13,,,,,,39,2,1,0.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Caleb Rey,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,23,FR,INF/RHP,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,161,53,24,18,9,,5,,20,0.329,0.411,0.478,,,,,,,,,,,,,,,,32,,,,,,53,,1,0.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Nate Lloyd,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,27,FR,RHP,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,6,1,3,2,,,,,4,0.167,0.444,0.167,,,,,,,,,,,,,,,,0,,,,,,13,1,1,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Cole Edmondson,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,30,SO,OF,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,108,22,15,22,8,2,,,37,0.204,0.368,0.315,,,,,,,,,,,,,,,,15,,,,,,45,8,2,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Denim Sands,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,31,FR,INF/LHP,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,2,0,1,1,,,,,2,0,0.333,0,,,,,,,,,,,,,,,,1,,,,,,8,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Canon Hardin,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,33,RSFR,C,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,5,1,2,1,,,,,4,0.2,0.429,0.2,,,,,,,,,,,,,,,,2,,,,,,4,,,0.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Mason DeVillier,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,36,FR,OF/RHP,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,6,1,1,,1,,,,3,0.167,0.143,0.333,,,,,,,,,,,,,,,,1,,,,,,9,1,,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Zack Brame,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,40,FR,C,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,53,14,11,7,3,,3,,19,0.264,0.391,0.491,,,,,,,,,,,,,,,,12,,,,,,22,,,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Tanner Hambright,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,41,FR,C,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,10,1,0,3,,,,,6,0.1,0.4,0.1,,,,,,,,,,,,,,,,4,,,,,,10,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Cole Girard,Eastern Oklahoma State College,Eastern Oklahoma State College,Extra,2,OK,45,SO,,,,,,,,,,,,,,https://www.eoscathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,11,4,5,3,1,,1,,2,0.364,0.5,0.727,,,,,,,,,,,,,,,,3,,,,,,17,,,1.2269999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Oklahoma State College
hitting,Justin Rompré,Iowa Western CC,Iowa Western Community College,Extra,11,IA,12,Fr,IF,57,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,173,74,95,46,23,1,19,43,40,0.428,0.573,0.902,26,10,1,,1,4,0.25,256,,,,,,,,,,,,,,57,,,1.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Josh Donna,Iowa Western CC,Iowa Western Community College,Extra,11,IA,8,So,IF,6,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,12,5,10,,1,,4,5,3,0.417,0.417,1.5,,,,,,,,12,,,,,,,,,,,,,,6,,,1.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Noah Kubo,Iowa Western CC,Iowa Western Community College,Extra,11,IA,2,So,C,20,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,31,12,12,4,3,,1,4,6,0.387,0.513,0.581,4,,,,3,,,39,,,,,,,,,,,,,,20,,,1.0939999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Owen Baxter,Iowa Western CC,Iowa Western Community College,Extra,11,IA,13,So,C,37,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,86,32,28,18,9,1,3,13,13,0.372,0.504,0.605,8,3,4,,4,5,0.8,119,,,,,,,,,,,,,,37,,,1.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Nolan Geislinger,Iowa Western CC,Iowa Western Community College,Extra,11,IA,10,So,OF,57,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,196,73,49,45,11,4,7,22,32,0.372,0.5,0.577,11,6,4,,2,5,0.4,262,,,,,,,,,,,,,,57,,,1.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Jaison DeLamar,Iowa Western CC,Iowa Western Community College,Extra,11,IA,14,Fr,RHP/OF,20,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,11,4,3,1,1,1,,2,5,0.364,0.563,0.636,4,,1,,1,,,17,,,,,,,,,,,,,,20,,,1.1989999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Jayden Nakamura,Iowa Western CC,Iowa Western Community College,Extra,11,IA,1,Fr,IF,55,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,147,52,30,40,11,4,1,16,44,0.354,0.529,0.503,16,1,5,,1,5,0.2,209,,,,,,,,,,,,,,55,,,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Dylan England,Iowa Western CC,Iowa Western Community College,Extra,11,IA,6,Fr,INF/OF,47,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,133,47,39,31,17,,3,20,26,0.353,0.526,0.549,24,6,,,1,3,0.33,194,,,,,,,,,,,,,,47,,,1.0750000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Martin Serrano,Iowa Western CC,Iowa Western Community College,Extra,11,IA,21,So,C,39,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,128,43,35,12,6,1,11,18,37,0.336,0.403,0.656,5,4,,,4,,,149,,,,,,,,,,,,,,39,,,1.0590000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Sean Schaefer,Iowa Western CC,Iowa Western Community College,Extra,11,IA,25,RS-Fr,OF,17,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,9,3,1,1,,,,0,3,0.333,0.4,0.333,,,2,,,,,12,,,,,,,,,,,,,,17,,,0.7330000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Kayden Anderson,Iowa Western CC,Iowa Western Community College,Extra,11,IA,20,So,IF,52,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,156,52,42,29,14,2,8,24,43,0.333,0.46,0.603,11,4,5,1,6,3,2,205,,,,,,,,,,,,,,52,,,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Austin Selenke,Iowa Western CC,Iowa Western Community College,Extra,11,IA,5,So,OF,34,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,74,24,19,7,7,1,5,13,26,0.324,0.429,0.649,8,2,1,,,4,,92,,,,,,,,,,,,,,34,,,1.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Adam Kudronowicz,Iowa Western CC,Iowa Western Community College,Extra,11,IA,34,Fr,LHP/INF,19,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,26,8,6,2,2,,,2,6,0.308,0.4,0.385,2,,,,1,,,30,,,,,,,,,,,,,,19,,,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Charlie Kalbrener,Iowa Western CC,Iowa Western Community College,Extra,11,IA,24,So,INF/OF,38,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,104,31,38,29,5,,10,15,40,0.298,0.479,0.635,8,1,,,2,,,142,,,,,,,,,,,,,,38,,,1.1139999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Griffin Novacek,Iowa Western CC,Iowa Western Community College,Extra,11,IA,23,Fr,OF,35,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,62,18,15,7,3,1,3,7,23,0.29,0.4,0.516,5,1,,,,,,75,,,,,,,,,,,,,,35,,,0.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Dane Most,Iowa Western CC,Iowa Western Community College,Extra,11,IA,9,So,IF,18,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,38,11,13,9,3,,1,4,8,0.289,0.471,0.447,4,,3,,,,,54,,,,,,,,,,,,,,18,,,0.9179999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Amarensio Franka,Iowa Western CC,Iowa Western Community College,Extra,11,IA,7,Fr,IF,43,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,122,35,18,13,6,2,2,10,27,0.287,0.428,0.418,17,,4,,4,5,0.8,156,,,,,,,,,,,,,,43,,,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Mike Valdivia,Iowa Western CC,Iowa Western Community College,Extra,11,IA,4,So,IF,24,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,49,14,14,10,2,1,1,4,18,0.286,0.419,0.429,2,1,,,,,,62,,,,,,,,,,,,,,24,,,0.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Kane Wilson,Iowa Western CC,Iowa Western Community College,Extra,11,IA,30,So,OF,49,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,81,20,16,21,1,,5,6,38,0.247,0.457,0.444,12,2,1,,,,,117,,,,,,,,,,,,,,49,,,0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
hitting,Troy Peltz,Iowa Western CC,Iowa Western Community College,Extra,11,IA,3,Fr,OF,22,,,,,,,,,,,,https://www.goreivers.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,50,12,9,8,4,,1,5,12,0.24,0.4,0.38,6,1,,,,1,,65,,,,,,,,,,,,,,22,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Western CC
fielding,Cooper Frazier,Johnson County CC,Johnson County Community College,Extra,6,KS,9,Fr,P,15,1,0,0,1,,0,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/johnsoncountycommunitycollege?view=lineup&pos=f,2026-08-28 16:30:23 CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Johnson County CC
