stat_type,player_name,team,program_name,source_group,njcaa_region,state,col_1,yr,pos,gp,tc,po,a,e,pb,f,dp,sba,rcs,rcs_1,ci,source_url,scraped_at,ab,h,rbi,bb,2b,3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,era,w,l,app,gs,sv,ip,r,er,k_9,whip,bf,wp,g,sb,cs,ops,gp_gs,tb,so,gdp,ob,sb_att,bio_link,w_l,app_gs,cg,sho,b_avg,bk,sfa,sha,c,fld,csb,no,gp_from_gp_gs,gs_from_gp_gs,app_from_app_gs,gs_from_app_gs,w_from_w_l,l_from_w_l,sb_from_sb_att,cs_from_sb_att,fpct,stats_team_name
pitching,Parker Kotlarz,Alvin College,Alvin College,Region 14,14,TX,21,RS FR,LHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,6,,11,,,,,7,,,,5,,,,,,,,8.22,1,1,6,0,0,7.2,12,7,8.22,2.22,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,Kapono Sullivan,Alvin College,Alvin College,Region 14,14,TX,39,Fr,RHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,13,,9,,,1,,9,,,,3,,,,,,,,9.31,0,1,9,1,0,9.2,10,10,8.38,2.28,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,Aaron Brashear,Alvin College,Alvin College,Region 14,14,TX,29,RS FR,RHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,5,,6,,,,,3,,,,4,,,,,,,,9.82,0,0,6,1,1,3.2,6,4,7.36,3,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,Seve Martinez,Alvin College,Alvin College,Region 14,14,TX,11,RS SO,LHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,10,,7,,,1,,9,,,,2,,,,,,,,10.38,1,1,5,2,0,8.2,10,10,9.35,1.96,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,Ethan Tyler,Alvin College,Alvin College,Region 14,14,TX,17,Fr,RHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,11,,16,,,,,7,,,,2,,,,,,,,13.5,1,0,9,0,0,8.2,14,13,7.27,3.12,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,Peyton Miller,Alvin College,Alvin College,Region 14,14,TX,42,RS Fr,LHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,28,,16,,,1,,22,,,,7,,,,,,,,13.74,0,1,14,1,0,19,32,29,10.42,2.32,108,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,Josiah Bradford-Jackson,Alvin College,Alvin College,Region 14,14,TX,12,RS SO,RHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,15,,14,,,,,6,,,,4,,,,,,,,21.6,0,0,12,0,0,8.1,22,20,6.48,3.48,56,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
pitching,James Rheaume,Alvin College,Alvin College,Region 14,14,TX,44,RS FR,RHP,,,,,,,,,,,,,https://region14.prestosports.com/sports/bsb/2025-26/teams/alvincollege?view=lineup&pos=p,2026-08-28 16:30:21 CDT,,11,,12,,,,,6,,,,,,,,,,,,34.71,0,1,6,0,0,4.2,20,18,11.57,4.93,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvin College
hitting,Jacob Croxford,Central Arizona College,Central Arizona College,Extra,1,AZ,18,Sophomore,OF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,220,73,46,34,16,5,7,,40,0.332,0.43,0.545,,,,,,,,,,,,,,,,56,,,,,,57,10,5,0.9750000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Jaylen Payne,Central Arizona College,Central Arizona College,Extra,1,AZ,4,Freshman,OF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,199,77,32,16,16,1,1,,19,0.387,0.443,0.492,,,,,,,,,,,,,,,,51,,,,,,53,4,1,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Ty Silva,Central Arizona College,Central Arizona College,Extra,1,AZ,5,RS Sophomore,OF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,187,62,65,34,13,4,15,,50,0.332,0.452,0.684,,,,,,,,,,,,,,,,51,,,,,,58,10,,1.1360000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Nolan Weinmeyer,Central Arizona College,Central Arizona College,Extra,1,AZ,12,Freshman,IF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,183,60,31,27,11,3,5,,26,0.328,0.418,0.503,,,,,,,,,,,,,,,,54,,,,,,54,7,,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Brett Rozman,Central Arizona College,Central Arizona College,Extra,1,AZ,2,RS Sophomore,C/UTL,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,165,58,30,22,10,3,3,,30,0.352,0.452,0.503,,,,,,,,,,,,,,,,44,,,,,,46,22,1,0.9550000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Chris Parkin,Central Arizona College,Central Arizona College,Extra,1,AZ,9,Sophomore,UTL,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,160,61,50,35,8,5,8,,31,0.381,0.493,0.644,,,,,,,,,,,,,,,,45,,,,,,47,16,2,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Kamden Lanphere,Central Arizona College,Central Arizona College,Extra,1,AZ,13,Freshman,IF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,147,48,46,24,3,6,10,,36,0.327,0.432,0.633,,,,,,,,,,,,,,,,38,,,,,,49,9,1,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Grant Haas,Central Arizona College,Central Arizona College,Extra,1,AZ,10,RS Sophomore,INF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,146,46,26,23,7,1,2,,17,0.315,0.42,0.418,,,,,,,,,,,,,,,,31,,,,,,46,10,3,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Kayle Pisano,Central Arizona College,Central Arizona College,Extra,1,AZ,34,RS Freshman,INF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,107,34,28,23,3,1,4,,24,0.318,0.465,0.477,,,,,,,,,,,,,,,,22,,,,,,36,2,1,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Emiliano Candela,Central Arizona College,Central Arizona College,Extra,1,AZ,30,Freshman,C,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,106,30,8,18,6,,,,15,0.283,0.397,0.34,,,,,,,,,,,,,,,,26,,,,,,36,,,0.7370000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Cannon Albright,Central Arizona College,Central Arizona College,Extra,1,AZ,6,Sophomore,INF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,83,14,13,18,3,1,,,34,0.169,0.317,0.229,,,,,,,,,,,,,,,,16,,,,,,32,2,,0.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Cody Croxford,Central Arizona College,Central Arizona College,Extra,1,AZ,21,Freshman,OF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,71,20,13,19,4,2,2,,20,0.282,0.454,0.479,,,,,,,,,,,,,,,,13,,,,,,31,3,1,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Nic Bertucci,Central Arizona College,Central Arizona College,Extra,1,AZ,32,RS Sophomore,RHP/OF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,54,15,20,14,6,,2,,18,0.278,0.452,0.5,,,,,,,,,,,,,,,,10,,,,,,28,2,2,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Luke Klooster,Central Arizona College,Central Arizona College,Extra,1,AZ,27,RS Freshman,C,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,49,7,9,12,2,,3,,21,0.143,0.348,0.367,,,,,,,,,,,,,,,,13,,,,,,18,,,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Treyden Chong Kee,Central Arizona College,Central Arizona College,Extra,1,AZ,1,Freshman,IF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,41,10,9,2,,2,1,,15,0.244,0.295,0.415,,,,,,,,,,,,,,,,9,,,,,,23,4,3,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Ian Haines,Central Arizona College,Central Arizona College,Extra,1,AZ,7,Sophomore,C/INF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,41,11,7,8,3,1,,,15,0.268,0.396,0.39,,,,,,,,,,,,,,,,10,,,,,,16,2,,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Gage Thompson,Central Arizona College,Central Arizona College,Extra,1,AZ,20,Freshman,IF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,32,4,8,5,1,,1,,14,0.125,0.256,0.25,,,,,,,,,,,,,,,,5,,,,,,15,1,,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Isaiah Nolan,Central Arizona College,Central Arizona College,Extra,1,AZ,16,RS Freshman,INF,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,18,8,2,5,,1,,,6,0.444,0.583,0.556,,,,,,,,,,,,,,,,6,,,,,,9,1,,1.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Dallas Hairston,Central Arizona College,Central Arizona College,Extra,1,AZ,26,Freshman,UTL,,,,,,,,,,,,,https://www.vaquerosports.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,12,0,0,2,,,,,6,0,0.2,0,,,,,,,,,,,,,,,,1,,,,,,4,1,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Arizona College
hitting,Ken Paschall,Connors State College,Connors State College,Extra,2,OK,14,Fr,INF,10,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,7,3,3,5,,,,0,2,0.429,0.571,0.429,,2,,,,,,14,,,,,,,,,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Keshav Tebeck,Connors State College,Connors State College,Extra,2,OK,36,So,IF,51,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,180,77,85,28,22,3,12,37,18,0.428,0.516,0.783,7,2,,,,,,217,,,,,,,,,,,,,,51,,,1.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Marc Nellis,Connors State College,Connors State College,Extra,2,OK,10,So,OF,54,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,171,69,49,30,12,2,5,19,18,0.404,0.531,0.585,20,3,1,,,,,225,,,,,,,,,,,,,,54,,,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Luke Beeler,Connors State College,Connors State College,Extra,2,OK,28,Fr,INF,44,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,165,63,64,26,14,,7,21,25,0.382,0.468,0.594,5,5,,,,,,201,,,,,,,,,,,,,,44,,,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Christian Suarez,Connors State College,Connors State College,Extra,2,OK,40,So,INF,38,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,122,46,32,15,10,1,6,17,18,0.377,0.453,0.623,2,,,,,,,139,,,,,,,,,,,,,,38,,,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Logan Hedrick,Connors State College,Connors State College,Extra,2,OK,16,So,OF,58,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,197,74,50,30,18,2,8,28,41,0.376,0.483,0.609,13,2,4,,,,,246,,,,,,,,,,,,,,58,,,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Seojin KIm,Connors State College,Connors State College,Extra,2,OK,24,Fr,INF,55,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,175,64,54,26,7,,9,16,29,0.366,0.463,0.56,9,4,2,,,,,216,,,,,,,,,,,,,,55,,,1.0230000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Landon Holzhauer,Connors State College,Connors State College,Extra,2,OK,4,Fr,C,47,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,148,54,43,19,12,1,8,21,19,0.365,0.47,0.622,12,2,4,,,,,185,,,,,,,,,,,,,,47,,,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Brooks Hasenclever,Connors State College,Connors State College,Extra,2,OK,11,So,INF/OF,60,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,192,69,64,73,21,,11,32,32,0.359,0.541,0.641,9,5,,,,,,279,,,,,,,,,,,,,,60,,,1.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Maddox Edwards,Connors State College,Connors State College,Extra,2,OK,2,So,INF,60,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,208,74,42,55,13,1,3,17,24,0.356,0.505,0.471,11,3,7,,,,,284,,,,,,,,,,,,,,60,,,0.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Jordan Gallo,Connors State College,Connors State College,Extra,2,OK,18,Fr,INF,51,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,163,55,59,39,16,1,11,28,24,0.337,0.476,0.65,6,2,1,,,,,211,,,,,,,,,,,,,,51,,,1.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Cale Parr,Connors State College,Connors State College,Extra,2,OK,6,So,INF,25,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,45,15,12,10,2,1,2,5,10,0.333,0.458,0.556,2,2,2,,,,,61,,,,,,,,,,,,,,25,,,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Nash Jeffus,Connors State College,Connors State College,Extra,2,OK,19,Fr,OF,17,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,13,4,10,5,,1,1,2,4,0.308,0.474,0.692,,1,,,,,,19,,,,,,,,,,,,,,17,,,1.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Anderson Fenwick,Connors State College,Connors State College,Extra,2,OK,13,Fr,C/OF,24,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,51,14,10,10,3,,2,5,4,0.275,0.403,0.451,3,3,,,,,,67,,,,,,,,,,,,,,24,,,0.8540000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Chandler Wood,Connors State College,Connors State College,Extra,2,OK,35,Fr,OF,2,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,4,1,0,,1,,,1,2,0.25,0.25,0.5,,,,,,,,4,,,,,,,,,,,,,,2,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Darren Ledford,Connors State College,Connors State College,Extra,2,OK,20,Fr,INF/C,10,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,19,4,3,6,1,,,1,4,0.211,0.385,0.263,,1,,,,,,26,,,,,,,,,,,,,,10,,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Phil Albergo,Connors State College,Connors State College,Extra,2,OK,15,Fr,C,13,,,,,,,,,,,,https://www.connorsathletics.com/sports/bsb/2025-26/teams?view=lineup&pos=h,2026-08-28 16:30:22 CDT,12,2,4,6,,1,1,2,2,0.167,0.5,0.583,2,,,,,,,20,,,,,,,,,,,,,,13,,,1.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connors State College
hitting,Drake Fittro,Cowley County CC,Cowley County Community College,Extra,6,KS,2,So,OF,57,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,225,81,62,29,27,6,17,50,31,0.36,0.455,0.76,11,1,,3,48,46,1.04,266,,,,,,,,,,,,,,57,,,1.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Easton Green,Cowley County CC,Cowley County Community College,Extra,6,KS,18,Fr,OF,53,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,176,60,56,21,19,6,8,33,27,0.341,0.43,0.653,8,2,,5,42,43,0.98,207,,,,,,,,,,,,,,53,,,1.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Logan Smith,Cowley County CC,Cowley County Community College,Extra,6,KS,14,So,3B,60,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,214,72,66,36,8,6,19,33,45,0.336,0.443,0.696,8,4,,6,53,31,1.71,262,,,,,,,,,,,,,,60,,,1.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Holden Groebl,Cowley County CC,Cowley County Community College,Extra,6,KS,34,Fr,C,57,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,190,63,44,35,12,3,10,25,39,0.332,0.467,0.584,16,3,,4,38,41,0.93,244,,,,,,,,,,,,,,57,,,1.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Creed Muirhead,Cowley County CC,Cowley County Community College,Extra,6,KS,3,So,C,38,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,103,34,23,30,7,1,1,9,17,0.33,0.481,0.447,1,1,,,24,20,1.2,135,,,,,,,,,,,,,,38,,,0.9279999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Skyler Branam,Cowley County CC,Cowley County Community College,Extra,6,KS,19,Fr,OF,58,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,207,67,55,41,9,5,7,21,35,0.324,0.462,0.517,13,1,1,3,51,43,1.19,263,,,,,,,,,,,,,,58,,,0.9790000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Quinn Groebl,Cowley County CC,Cowley County Community College,Extra,6,KS,25,So,1B,58,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,179,57,51,38,8,2,10,20,48,0.318,0.443,0.553,3,1,,3,37,30,1.23,221,,,,,,,,,,,,,,58,,,0.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Josiah Sems,Cowley County CC,Cowley County Community College,Extra,6,KS,1,Fr,INF,56,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,171,49,27,28,7,2,6,15,56,0.287,0.391,0.456,2,1,4,1,43,19,2.26,206,,,,,,,,,,,,,,56,,,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Hudson Roberts,Cowley County CC,Cowley County Community College,Extra,6,KS,5,Fr,RHP/OF,46,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,151,41,48,25,13,,5,18,29,0.272,0.39,0.457,7,4,,5,48,28,1.71,187,,,,,,,,,,,,,,46,,,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Jace Patton,Cowley County CC,Cowley County Community College,Extra,6,KS,4,So,RHP/INF,39,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,122,33,34,10,9,,8,17,21,0.27,0.341,0.541,4,2,2,7,37,27,1.37,140,,,,,,,,,,,,,,39,,,0.8820000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Dax McCaskill,Cowley County CC,Cowley County Community College,Extra,6,KS,12,So,OF,5,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,21,5,1,2,1,,,1,10,0.238,0.304,0.286,,,,,,,,23,,,,,,,,,,,,,,5,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Weston Thomas,Cowley County CC,Cowley County Community College,Extra,6,KS,9,So,OF,12,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,36,8,6,6,,,1,1,11,0.222,0.349,0.306,1,,,,2,6,0.33,43,,,,,,,,,,,,,,12,,,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Isaac King,Cowley County CC,Cowley County Community College,Extra,6,KS,6,Fr,IF,21,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,65,13,5,8,2,,,2,22,0.2,0.307,0.231,2,,,,9,9,1,75,,,,,,,,,,,,,,21,,,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Drew Becker,Cowley County CC,Cowley County Community College,Extra,6,KS,26,Fr,C,9,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,11,2,2,5,,,,0,3,0.182,0.444,0.182,1,1,,1,2,4,0.5,18,,,,,,,,,,,,,,9,,,0.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
hitting,Logan Renken,Cowley County CC,Cowley County Community College,Extra,6,KS,8,Fr,INF,12,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=h,2026-08-28 16:30:22 CDT,25,2,3,2,,,1,1,14,0.08,0.172,0.2,1,1,1,,4,5,0.8,30,,,,,,,,,,,,,,12,,,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Riley Lile,Cowley County CC,Cowley County Community College,Extra,6,KS,33,Fr,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,18,,13,,,2,,46,,,,5,,,,,,,,2.32,4,2,20,0,3,31,11,8,13.35,1,125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Jack Hamm,Cowley County CC,Cowley County Community College,Extra,6,KS,20,So,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,34,,23,,,4,,42,,,,4,,,,,,,,2.45,0,0,18,0,3,40.1,11,11,9.37,1.41,179,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
pitching,Grady Hoke,Cowley County CC,Cowley County Community College,Extra,6,KS,13,Fr,RHP,,,,,,,,,,,,,https://kjccc.prestosports.com/sports/bsb/2025-26/teams/cowleycountycommunitycollege?view=lineup&pos=p,2026-08-28 16:30:22 CDT,,61,,20,,,9,,70,,,,7,,,,,,,,4.21,8,5,15,13,0,62,36,29,10.16,1.31,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cowley County CC
