tm_name,bref_name,team_abbr,height,set
"Marsolek, Owen",Owen Marsolek,THO_M,6.083333333,0
"Marsten, Duncan",Duncan Marsten,WAK_DEA,6.25,0
"Martel, Olivier",Olivier Martel,ILL_ILL,5.833333333,0
"Marthiljohni, Ty",Ty Marthiljohni,SAM_BEA,6,0
"Martin Romero, Luis",Luis Martin Romero,STM_GAE,5.916666667,0
"Martin, AJ",A.J. Martin,LOU_CAR,5.833333333,0
"Martin, Brayden",Brayden Martin,MAR_TER,5.833333333,0
"Martin, Cade",Cade Martin,LIT_TRO,6,0
"Martin, Drew",Drew Martin,SAC_PIO,5.833333333,0
"Martin, Jameson",Jameson Martin,MIN_GOL,5.833333333,0
"Martin, Jarrett",Jarrett Martin,CAM_CAM,6.25,0
"Martin, Jevarra",Jevarra Martin,LIP_BIS,6.5,0
"Martin, Jordan",Jordan Martin,ARK_RAZ,6.5,0
"Martin, Joseph",Joseph Martin,SOU_COU,6.083333333,0
"Martin, Landon",Landon Martin,CAL_FUL,6.333333333,0
"Martin, Marcus",Marcus Martin,HIG_PAN,5.75,0
"Martin, Parker",Parker Martin,SOU_IND16,5.833333333,0
"Martin, Roman",Roman Martin,UCLA,6.166666667,0
"Martin, Russ",Russ Martin,LIT_TRO,6,0
"Martin, Ryan",Ryan Martin,DAL_PAT,5.833333333,0
"Martin, Shannon",Shannon Martin,GRA_TIG,5.833333333,0
"Martin, Tommy",Tommy Martin,MAI_BLA,6.333333333,0
"Martin, Zac",Zac Martin,CAM_CAM,6.333333333,0
"Martinez II, Matthew",Matthew Martinez,HIG_PAN,5.916666667,0
"Martinez, Anthony",Anthony Martinez,BRA_BRA,6.083333333,0
"Martinez, Bryan",Bryan Martinez,DIX_STE,5.916666667,0
"Martinez, Cade",Cade Martinez,LIN_UNI,5.916666667,0
"Martinez, Cade",Cade Martinez,SAN_TOR,6,0
"Martinez, Carlos",Carlos Martinez,HOF_PRI,6.166666667,0
"Martinez, Carlos",Carlos Martinez,UMASS_RIV,6.083333333,0
"Martinez, Christian",Christian Martinez,SBU_SEA,5.833333333,0
"Martinez, Derek",Derek Martinez,ASU_RED,6.333333333,0
"Martinez, Jace",Jace Martinez,SAM_BEA,6.083333333,0
"Martinez, Jeremy",Jeremy Martinez,IND_SYC,5.916666667,0
"Martinez, John",John Martinez,FAU_OWL,5.916666667,0
"Martinez, Josh",Josh Martinez,UNC_SEA,5.833333333,0
"Martinez, Joshua",Joshua Martinez,CAL_HIG,6.083333333,0
"Martinez, Matthew",Matthew Martinez,ARI_WIL,5.916666667,0
"Martinez, Maximo",Maximo Martinez,SOU_TRO,6,0
"Martinez, Nathan",Nathan Martinez,CHA_BUC,6.166666667,0
"Martinez, Ryan",Ryan Martinez,DIX_STE,6.25,0
"Martinez, Sean",Sean Martinez,BOC_EAG,6,0
"Martinez, Trevian",Trevian Martinez,CSD_TRI,6,0
"Martino, Brayden",Brayden Martino,QUN_RYL,6.166666667,0
"Marton, Kurt",Kurt Marton,SAC_HOR,6.166666667,0
"Marx, Brayden",Brayden Marx,BYU_COU,6,0
"Mascaro, Nick",Nick Mascaro,CSU_BAK,6.25,0
"Mascuilli, Anthony",Anthony Mascuilli,UMBC_RET,5.666666667,0
"Masick, Jason",Jason Masick,RUT_SCA,6.166666667,0
"Mask, Gavin",Gavin Mask,UNI_WES,6.166666667,0
"Maslo, Augie",Augie Maslo,STJ_HAW,5.666666667,0
"Mason, Alex",Alex Mason,GEO_EAG,6.333333333,0
"Mason, Caden",Caden Mason,PRE_BLH,6,0
"Mason, Mikelle",Mikelle Mason,TEX_TIG,6.166666667,0
"Masonis, Clay",Clay Masonis,UNC_SEA,6.083333333,0
"Masse, Rowan",Rowan Masse,UMASS_RIV,6.083333333,0
"Massey, DJ",DJ Massey,UTA_WOL,5.666666667,0
"Massey, Noah",Noah Massey,NMS_AGG,6.083333333,0
"Mastalski, Ivan",Ivan Mastalski,IU,6.333333333,0
"Masteralexis, Justin",Justin Masteralexis,UMA_AMH,6.083333333,0
"Masters, Dillon",Dillon Masters,OHI_BOB,6.25,0
"Mastroianni, Marcello",Marcello Mastroianni,DUK_BLU,6.25,0
"Mastros, Graham",Graham Mastros,ILL_RED,6.25,0
"Mata'afa-Alferos, Malosi",Malosi Mata'Afa-Alferos,ORE_DUC,5.916666667,0
"Mata, Saul",Saul Mata,ION_GAE,5.833333333,0
"Mateffy, Dan",Dan Mateffy,HOL_CRU,6.333333333,0
"Matela, Bailey",Bailey Matela,OLD_MON,6.416666667,0
"Mateo, Anthony",Anthony Mateo,ALA_ANM,6.166666667,0
"Mathay, Tommy",Tommy Mathay,QUN_RYL,5.833333333,0
"Mathews, Duncan",Duncan Mathews,SAL_JAG,5.75,0
"Mathias, Garrett",Garrett Mathias,BUC_BIS,5.916666667,0
"Mathison, Gabe",Gabe Mathison,AKR_ZIP,6.083333333,0
"Matias, Andres",Andres Matias,AUS_GOV,6.166666667,0
"Matlock, Luke",Luke Matlock,ETS_BUC,6,0
"Matoush, Nathan",Nathan Matoush,DAR_GRE,6.25,0
"Matranga, Austin",Austin Matranga,GRA_CAN,5.583333333,0
"Matson, Nick",Nick Matson,LON_ISL22,5.916666667,0
"Matson, Sax",Sax Matson,SOU_TRO,6.166666667,0
"Matsuzaki, Lee",Lee Matsuzaki,NEV_WOL,5.75,0
"Matthews, Caleb",Caleb Matthews,HBU_HUS,5.833333333,0
"Matthews, Camden",Camden Matthews,ALA_HOR,6.25,0
"Matthews, Luke",Luke Matthews,KS_GF,5.916666667,0
"Matthews, Peyton",Payton Matthews,MAN_JAS,5.916666667,0
"Matthews, Trieg",Trieg Matthews,AKR_ZIP,6.333333333,0
"Matthijs, Matthew",Matthew Matthijs,NOR_TAR,6.166666667,0
"Mattison, Connor",Connor Mattison,KEN_WIL,6.166666667,0
"Mattix, Adison",Adison Mattix,AKR_ZIP,6.25,0
"Mattox, Drew",Drew Mattox,TEN_TEC,6.416666667,0
"Mattox, Hudson",Hudson Mattox,NIC_COL,6.25,0
"Matuschat, Bryan",Bryan Matuschat,SAC_PIO,6.333333333,0
"Maulik, Matthew",Matthew Maulik,THO_M,6,0
"Mault, Kai",Kai Mault,CAL_AGO,6,0
"Maurer, Kevin",Kevin Maurer,NAV_MID,5.75,0
"Mauro, Dominic",Dominic Mauro,CIN_BEA,6.083333333,0
"Mauzy, Davis",Davis Mauzy,ULM_WAR,6.25,0
"Mawhinney, Josh",Josh Mawhinney,UTA_WOL,6.333333333,0
"Maxcey, Dylan",Dylan Maxcey,HOU_COU,5.75,0
"Maxwell, Hadley",Hadley Maxwell,BUC_BIS,6.25,0
"Maxwell, Macade",Macade Maxwell,HOL_CRU,6.166666667,0
"May, Ian",Ian May,UCLA,6.166666667,0
"May, Jacob",Jacob May,CSU_BAK,6,0
"May, Randen",Randen May,UMA_AMH,5.583333333,0
"Maya, Gabe",Gabe Maya,PEP_WAV,6.166666667,0
"Mayer, Brock",Brock Mayer,CAL_FUL,6,0
"Mayer, Dylan",Dylan Mayer,MAN_JAS,6.25,0
"Mayfield, Carson",Carson Mayfield,COR_BRE,6.416666667,0
"Mayhugh, Michael",Mike Mayhugh,MAR_RED,6,0
"Maynard, Jace",Jace Maynard,TEX_TIG,6.083333333,0
"Mazey, Weston",Weston Mazey,WES_MOU,5.666666667,0
"Mazoch, Zach",Zach Mazoch,ARL_MAV,6,0
"Mazon, Trace",Trace Mazon,COA_CHA,6,0
"Mazza, Joe",Joe Mazza,RUT_SCA,6.25,0
"Mazza, Steven",Steven Mazza,MAR_RED,6.083333333,0
"Mazzacano, Brayden",Brayden Mazzacano,ILL_ILL,6.166666667,0
"Mazzara, Victor",Victor Mazzara,ALB_GRE,5.916666667,0
"Mazzotta, Nick",Nick Mazzotta,WAG_SEA,6,0
"McAfee, Xander",Xander McAfee,ARL_MAV,6.333333333,0
"McAlinden, Shane",Shane McAlinden,CSU_BAK,6,0
"McAliney, Daniel",Dan McAliney,BIN_BEA,6.416666667,0
"McAllister, Levi",Levi McAllister,ALB_GRE,5.75,0
"McAloose, Michael",Michael McAloose,NOR_DEM,6,0
"McAndrews, Thomas",Tommy McAndrews,FOR_RAM,6.166666667,0
"McAnelly, Colter",Colter McAnelly,UTA_UTE,6.333333333,0
"McArthur, Maddon",Maddon McArthur,HOF_PRI,6.416666667,0
"McAskie, Aidan",Aidan McAskie,PIT_PAN,6.333333333,0
"McAuliff, Daniel",Daniel McAuliff,PIT_PAN,6.25,0
"McBean, Alito",Alito McBean,SAN_AZT,6.166666667,0
"McBurney, Calvin",Cal McBurney,BRO_BEA,6.083333333,0
"McCabe, Connor",Connor McCabe,PEN_QUA,6.166666667,0
"McCabe, Sean",Sean McCabe,COL_CHA,6.166666667,0
"McCain, Bryce",Bryce McCain,AUS_GOV,6.083333333,0
"McCaleb, Carson",Carson McCaleb,TOL_ROC,5.833333333,0
"McCaleb, Connor",Connor McCaleb,NOR_BIS,6.083333333,0
"McCalla, Dean",Dean McCalla,UTM_SKY,6.25,0
"McCarley, Derek",Derek McCarley,ETS_BUC,5.833333333,0
"McCarroll, Ryan",Ryan McCarroll,NOR_HUS,6.333333333,0
"McCarron, Duke",Duke McCarron,STJ_HAW,6,0
"McCarter, Jake",Jake McCarter,HIG_PAN,6,0
"McCarthy, Dylan",Dylan McCarthy,WM_TRI,6.583333333,0
"McCarthy, Evan",Evan McCarthy,SOU_IND16,5.916666667,0
"McCarthy, Jack",Jack McCarthy,GEO_PAT,6.166666667,0
"McCarthy, Reece",Reece McCarthy,UMA_AMH,5.833333333,0
"McCaslin, Connor",Connor McCaslin,UTM_SKY,6.25,0
"McChesney, Crew",Crew McChesney,BYU_COU,6,0
"McCladdie, Tryston",Tryston McCladdie,CLE_TIG,5.916666667,0
"McClaskey, Mickey",Mickey McClaskey,GON_BUL,6.25,0
"McClellan, Maximus",Max McClellan,CRE_BLU,6.583333333,0
"McClenty, Issac",Isaac McClenty,JAC_TIG,6.25,0
"McClintock, Josh",Josh McClintock,WIU_LEA,6,0
"McCloud, Cage",Cage McCloud,TAR_TEX,6.083333333,0
"McCloud, Slade",Slade McCloud,TAR_TEX,6,0
"McClure, Jake",Jake McClure,LIT_TRO,5.75,0
"McCollum, Grayson",Grayson McCollum,KEN_OWL,6,0
"McCommons, Mac",Mac McCommons,NAV_MID,6,0
"McConachie, Kyle",Kyle McConachie,AKR_ZIP,5.833333333,0
"McConnell, Drew",Drew McConnell,EVA_ACE,6,0
"McCormack, Chris",Chris McCormack,EVA_ACE,6.166666667,0
"McCormick, Colin",Colin McCormick,BRA_BRA,6.083333333,0
"McCown, Gage",Gage McCown,CAL_MAT,6,0
"McCoy, Carson",Carson McCoy,LON_LAN,5.833333333,0
"McCoy, Casey",Casey McCoy,LOU_BUL,6,0
"McCoy, Jackson",Jackson McCoy,MUR_RAC,6.25,0
"McCoy, Jake",Jake McCoy,SAN_SPA,6.166666667,0
"McCoy, James",James McCoy,GEO_EAG,6.333333333,0
"McCraine, Brandon",Brandon McCraine,AUB_TIG,6.25,0
"McCraine, Mason",Mason McCraine,AUB_TIG,6.583333333,0
"McCranie, Alex",Alex McCranie,TOL_ROC,6,0
"McCraray, Max",Max McCraray,HOU_COU,6.166666667,0
"McCrary, Max",Max McCrary,MSM_MTN,6.25,0
"McCubbin, Ian",Ian McCubbin,MOR_EAG,6.166666667,0
"McCue, Mason",Mason McCue,EVA_ACE,5.833333333,0
"McCulley, Carter",Carter McCulley,FLO_SEM,6.416666667,0
"McCullough, Matthew",Matthew McCullough,TAR_TEX,6.666666667,0
"McCullough, Patrick",Patrick McCullough,UNI_WES,6,0
"McCullough, Will",Will McCullough,DAV_WIL,5.916666667,0
"McCusker, Joshua",Josh McCusker,LIB_FLA,6.083333333,0
"McDade, Cash",Cash McDade,BAY_BEA,5.916666667,0
"McDaniel, Kyle",Kyle McDaniel,DIX_STE,5.833333333,0
"McDaniel, Mason",Mason McDaniel,PRE_BLH,6.333333333,0
"McDaniels, Parker",Parker McDaniels,CIN_BEA,6.083333333,0
"McDevitt, Brady",Brady McDevitt,UNI_WES,5.916666667,0
"McDevitt, Josh",Josh McDevitt,MIZ_TIG,6.166666667,0
"McDonald, Caden",Caden McDonald,FLA_GAT,6.25,0
"McDonald, Maddox",Maddox McDonald,PEN_NIT,6.083333333,0
"McDonald, Parker",Parker McDonald,SAM_BUL,5.833333333,0
"McDonnough, Brooks",Brooks McDonnough,BEL_BRU,6.25,0
"McDonough, Bobby",Bobby McDonough,UMA_AMH,6.25,0
"McDougal, Ben",Ben McDougal,WES_MOU,6.416666667,0
"McDougall, Maddox",Maddox McDougall,JAC_GAM,6,0
"McDowell, Drew",Drew McDowell,SOU_JAC,6.166666667,0
"McDowell, Kendall",Kendall McDowell,QUN_RYL,5.833333333,0
"McDuffie, Reece",Reece McDuffie,TEN_TEC,5.916666667,0
"McDuffie, Shamaar",Shamaar McDuffie,KEN_OWL,5.833333333,0
"McDuffie, Walker",Walker McDuffie,NOR_TAR,6,0
"McEachron, Devyn",Devyn McEachron,MER_BEA,6.083333333,0
"McElfatrick, Owen",Owen McElfatrick,NOR_CAT,6,0
"McElvain, Ethan",Ethan McElvain,ARK_RAZ,6.333333333,0
"McElyea, Blake",Blake McElyea,JMU_DUK,6.666666667,0
"McEntire, Carson",Carson McEntire,ARI_WIL,6.083333333,0
"McFaddin, Caldwell",Caldwell McFaddin,BAY_BEA,6.083333333,0
"McFeely, Bryce",Bryce McFeely,CAL_LAN,6.083333333,0
"McGahan, Shea",Shea McGahan,KAN_WIL,6,0
"McGarrh, Cade",Cade McGarrh,ABI_WIL,6.25,0
"McGary, Ky",Ky McGary,ARI_SUN,5.916666667,0
"McGee, James",James McGee,KEN_OWL,6,0
"McGee, Sean",Sean McGee,STO_COL,6.083333333,0
"McGinnis, Coleman",Coleman McGinnis,NCA_BUL,6.083333333,0
"McGlon, Patrick",Patrick McGlon,UAB_BLA,6.333333333,0
"McGlone, Max",Max McGlone,ARM_BLA,6,0
"McGorman, Anson",Anson McGorman,UTA_UTE,6.166666667,0
"McGowan, Drew",Drew McGowan,MAR_RED,5.75,0
"McGrath, Luke",Luke McGrath,JMU_DUK,6.166666667,0
"McGrath, Sean",Sean McGrath,CAL_MUS,6.083333333,0
"McGraw, Ty",Ty McGraw,TRO_TRJ,6.25,0
"McGregor, Tristan",Tristan McGregor,PRE_BLH,6.25,0
"McGrew, EJ",EJ McGrew,SAN_SPA,6.166666667,0
"McGuire, Grant",Grant McGuire,WIN_EAG,6.083333333,0
"McGuire, Tate",Tate McGuire,ARK_RAZ,6.25,0
"McGuire, Tommy",Tommy McGuire,GRA_CAN,6.416666667,0
"McGurk, Matt",Matt McGurk,LON_ISL22,6.333333333,0
"McGwire, Max",Max McGwire,SLU_BILL,6.25,0
"McHarg, Payton",Payton McHarg,ILL_RED,5.916666667,0
"McHugh, Chris",Chris McHugh,NOR_WOL,6.25,0
"McHugh, Nate",Nate McHugh,CRE_BLU,5.833333333,0
"McHugh, Ryan",Ryan McHugh,HAR_CRI,6,0
"McIntosh, Lawson",Lawson McIntosh,SIE_SAI,6.25,0
"McKay, Curtis",Curtis McKay,NIA_EAG,6.25,0
"McKay, Gus",Gus McKay,IWC,6,0
"McKay, Ryan",Ryan McKay,MIC_SPA,5.833333333,0
"McKee, Tate",Tate McKee,GIT_YEL,6.25,0
"McKelvey, Adam",Adam McKelvey,GIT_YEL,6.25,0
"McKelvey, Grayson",Grayson McKelvey,ABI_WIL,6.083333333,0
"McKenna, Cole",Cole McKenna,OLD_MON,6.083333333,0
"McKenna, Floyd",Floyd McKenna,AKR_ZIP,5.916666667,0
"McKenzie, Cooper",Cooper McKenzie,BGS_FAL,6.333333333,0
"McKenzie, Jackson",Jackson McKenzie,FLO_RAT,6.166666667,0
"McKenzie, Jacob",Jacob McKenzie,SIU_SAL,5.916666667,0
"McKenzie, Patrick",Pat McKenzie,VIL_WIL,6,0
"McKeon, Chris",Chris McKeon,SIE_SAI,6.333333333,0
"McKernan, Kyle",Kyle McKernan,LAF_LEP,6,0
"McKillop, John",John McKillop,ARM_BLA,6.25,0
"McKillop, Liam",Liam McKillop,ILL_ILL,6.083333333,0
"McKinley, Brendan",Brendan McKinley,ULM_WAR,6.083333333,0
"McKinley, Kenny",Kenny McKinley,MTSU_BLU,6.25,0
"McKinney, Collin",Collin McKinney,ARI_WIL,6.416666667,0
"McKinney, Holden",Holden McKinney,JMU_DUK,5.916666667,0
"McKinney, Liam",Liam McKinney,SLU_BILL,6.25,0
"McKinnon, Brett",Brett McKinnon,MER_COL1,5.833333333,0
"McKinstry, Nolan",Nolan McKinstry,KEN_OWL,6.083333333,0
"McKinstry, Tyler",Ty McKinstry,WMI_BRO,6,0
"McKnight, Bryce",Bryce McKnight,SAN_AZT,6.083333333,0
"McLaughlin, Joey",Joey McLaughlin,ASU_RED,6.083333333,0
"McLaughlin, Ryan",Ryan McLaughlin,DEL_BLU,6.166666667,0
"McLaurin, Xander",Xander McLaurin,CAL_MUS,6,0
"McLeese, Troy",Troy McLeese,ARK_LIO,6.083333333,0
"McLellan, Patrick",Patrick McLellan,SOU_IND16,6,0
"McLeod, Luke",Luke McLeod,BAY_BEA,6.083333333,0
"McLoughlin, Brendan",Brendan McLoughlin,WAG_SEA,6.166666667,0
"McManmon, Quinten",Quin McManmon,FLO_PAN,6.583333333,0
"McMeans, Cavan",Cavan McMeans,BEL_BRU,6,0
"McMichael, Cole",Cole McMichael,BEL_KNI,6.583333333,0
"McMillan, Shaun",Shaun McMillan,STJ_RED,6.25,0
"McMullan, Jack",Jack McMullan,LON_LAN,6.166666667,0
"McMullen, Cooper",Cooper McMullen,KEN_OWL,6.25,0
"McMurray, Tanner",Tanner McMurray,ORA_GOL,5.75,0
"McNabb, Austin",Austin McNabb,DAY_FLY,6.333333333,0
"McNaught, Ray",Ray McNaught,WIN_EAG,6.416666667,0
"McNaughton, Ezra",Ezra McNaughton,BYU_COU,5.916666667,0
"McNeal, Elijah",Elijah McNeal,CAL_AGO,6.25,0
"McNeely, Colby",Colby McNeely,WIN_EAG,6.333333333,0
"McNeil, Noah",Noah McNeil,NOR_DEM,6.083333333,0
"McNeillie, Luke",Luke McNeillie,FLA_GAT,6.25,0
"McNellis, Lucas",Lucas McNellis,THO_M,6,0
"McNelly, Aydan",Aydan McNelly,MAR_RED,6,0
"McNiel, Brody",Brody McNiel,MIS_BEA,6.333333333,0
"McPherson, Ryan",Ryan McPherson,MSU_BDG,6.25,0
"McRae, Evan",Evan McRae,WAG_SEA,6.166666667,0
"McRoberts, Chaz",Chaz McRoberts,SAN_TOR,5.833333333,0
"McShane, Dylan",Dylan McShane,PAC_TIG,6.75,0
"McSweeney, David",David McSweeney,NOR_HUS,6.416666667,0
"McVicker, Lincoln",Lincoln McVicker,OSU_BUC,6.416666667,0
"Mcgovern, Garrett",Garrett McGovern,MER_COL1,6,0
"Mcilroy, Liam",Liam McIlroy,FAI_STA,5.833333333,0
"Mckay, Ryan",Ryan McKay,MSM_MTN,6,0
"Mcknight, Emerson",Emerson McKnight,KAN_JAY,6.166666667,0
"Mckoon, Owen",Owen McKoon,ULM_WAR,6,0
"Mealy, Ryan",Ryan Mealy,MON_HAW,6,0
"Mebil, Kevin",Kevin Mebil,FLO_SEM,6,0
"Mecchella, Tyler",Tyler Mecchella,FLO_PAN,6.25,0
"Meckna, Michael",Michael Meckna,ORE_DUC,6.25,0
"Medellin, Jordan",JoJo Medellin,ARK_LIO,6.083333333,0
"Medicoff, Tate",Tate Medicoff,SAN_BRO,6.25,0
"Medina, Adonis",Adonis Medina,RHO_RAM,5.833333333,0
"Medley, Drew",Drew Medley,COL_CHA,6.166666667,0
"Medlock, Eliot",Eliot Medlock,RID_BRO,5.916666667,0
"Medrano, Seve",Seve Medrano,TEX_TIG,6,0
"Mee, Grady",Grady Mee,KS_GF,5.833333333,0
"Meek, Jack",Jack Meek,CAL_AGO,5.833333333,0
"Meeks, Drake",Drake Meeks,SOU_GOL,6.333333333,0
"Meeks, Mattox",Mattox Meeks,FGCU,6.333333333,0
"Meeler, Caden",Caden Meeler,CEN_BEA,6,0
"Meffert, Noah",Noah Meffert,GON_BUL,6.083333333,0
"Meglio, Charlie",Charlie Meglio,RUT_SCA,6.333333333,0
"Meidroth, Connor",Connor Meidroth,SAN_TOR,5.75,0
"Meier, Evan",Evan Meier,MSM_MTN,6,0
"Meier, Steven",Steven Meier,TRO_TRJ,6.083333333,0
"Mejia, Ryan",Ryan Mejia,DEL_HOR,6,0
"Melancon, Matt",Matt Melancon,NIC_COL,6.166666667,0
"Melani, Tj",TJ Melani,STE_HAT,6,0
"Melara, Gabriel",Gabriel Melara,HOF_PRI,6,0
"Melby, Will",Will Melby,UMASS_RIV,6.416666667,0
"Melchione, Gio",Gio Melchione,AKR_ZIP,6,0
"Melendez, Axel",Axel Melendez,ETS_BUC,6,0
"Melendez, Diego",Diego Melendez,JAC_TIG,5.916666667,0
"Melendez, Xavier",Xavier Melendez,ARL_MAV,5.75,0
"Meli, Owen",Owen Meli,CAL_MUS,6.25,0
"Meliere, Kenny",Kenny Meliere,STO_COL,6,0
"Mello, Christian",Christian Mello,ALB_GRE,6.25,0
"Melton, Dylan",Dylan Melton,UMBC_RET,5.833333333,0
"Melton, Ethan",Ethan Melton,SAL_JAG,5.833333333,0
"Melton, Luke",Luke Melton,EIU_PAN,5.916666667,0
"Melton, Nic",Nic Melton,NCA_BUL,5.75,0
"Meluskey, Tommy",Tommy Meluskey,NMS_AGG,6.083333333,0
"Melville, Hayes",Hayes Melville,ARL_MAV,6,0
"Menar, Thomas",Tom Menar,MSM_MTN,6.083333333,0
"Mendell, Connor",Connor Mendell,NIU_HUS,6,0
"Mendes, Alexander",Alex Mendes,MSM_MTN,5.916666667,0
"Mendes, Wes",Wes Mendes,FLO_SEM,6.083333333,0
"Mendez, Connor",Connor Mendez,ORE_BEA,6,0
"Mendez, David",David Mendez,MAR_TER,5.916666667,0
"Mendez, Jonathan",Jonathan Mendez,SAN_GAU,6.083333333,0
"Mendoza, Adrian",Adrian Mendoza,ALA_HOR,5.666666667,0
"Mendoza, Ethan",Ethan Mendoza,TEX_LON,5.833333333,0
"Mendoza, Matteo",Matteo Mendoza,SAN_SPA,5.833333333,0
"Mennecke, Mark",Mark Mennecke,WMI_BRO,6,0
"Mennella, Joseph",Joe Mennella,WAG_SEA,6,0
"Mensik, Landon",Landon Mensik,XAV_MUS,6.166666667,0
"Mentzel, Kyler",Kyler Mentzel,HBU_HUS,6.166666667,0
"Menuet, Brecken",Brecken Menuet,LOU_BUL,6.25,0
"Menzel, Evan",Evan Menzel,UCO_HUS,5.75,0
"Meola, Aidan",Aidan Meola,OKL_COW,6.166666667,0
"Mercado, Cohl",Cohl Mercado,PEN_NIT,5.666666667,0
"Merchant, Jaylen",Jaylen Merchant,ALA_HOR,6.166666667,0
"Mercurius, LJ",LJ Mercurius,OKL_SOO,6.166666667,0
"Mercurius, Xander",Xander Mercurius,OKL_SOO,5.833333333,0
"Meredith, Tucker",Tucker Meredith,PRE_BLH,6,0
"Merrick, Jake",Jake Merrick,UAB_BLA,5.916666667,0
"Merritt, Adam",Adam Merritt,UMA_AMH,5.75,0
"Merriweather, DJ",DJ Merriweather,AUS_GOV,5.916666667,0
"Mershon, Peter",Peter Mershon,MSU_BDG,6.166666667,0
"Mertens, Nathan",Nathan Mertens,SOU_RED,6.25,0
"Messmore, Jack",Jack Messmore,YSU_PEN,6.083333333,0
"Mestas, Gage",Gage Mestas,SAN_TOR,5.916666667,0
"Metcho, Jack",Jack Metcho,NEV_WOL,6.083333333,0
"Mettam, Jared",Jared Mettam,STM_GAE,5.916666667,0
"Meurant, Mathis",Mathis Meurant,ARI_WIL,6.25,0
"Meusy, Logan",Logan Meusy,BRO_BEA,5.916666667,0
"Mexico, Sebastian",Sebastian Mexico,LOU_BUL,6.083333333,0
"Meyer, Aiden",Aiden Meyer,MIS_DEL,6.25,0
"Meyer, Chase",Chase Meyer,WES_MOU,6.166666667,0
"Meyer, Cole",Cole Meyer,TOL_ROC,5.833333333,0
"Meyer, Hunter",Hunter Meyer,CAL_FUL,6.083333333,0
"Meyer, Maddox",Maddox Meyer,UNO_MAV,6,0
"Meyer, Myles",Myles Meyer,MCN_COW,6.25,0
"Meyer, Sam",Sam Meyer,MSM_MTN,6,0
"Meyers, Jake",Jake Meyers,NJI_HIG,6,0
"Meyers, Luke",Luke Meyers,BUC_BIS,6,0
"Meyers, Luke",Luke Meyers,WAS_COU,6.083333333,0
"Meyers, Paxton",Paxton Meyers,UCO_HUS,6,0
"Meyers, Roman",Roman Meyers,ARI_WIL,6.25,0
"Meyn, RJ",RJ Meyn,SAN_BRO,6,0
"Mhoon, Andrew",Andrew Mhoon,LOY_LIO,5.916666667,0
"Michael, Peter",Peter Michael,LOU_CAR,6.25,0
"Michaels, Kenny",Kenny Michaels,WOF_TER,6.333333333,0
"Michalak, Jake",Jake Michalak,OSU_BUC,6.25,0
"Michel, Garrett",Garrett Michel,ARI_SUN,6,0
"Michel, Jake",Jake Michel,TOW_TIG,6.416666667,0
"Michel, Sam",Sam Michel,NOR_CAT,6.083333333,0
"Michelson, Owen",Owen Michelson,NCA_BUL,5.833333333,0
"Mick, Carter",Carter Mick,UNO_MAV,6.166666667,0
"Micklinghoff, Gavin",Gavin Micklinghoff,NIU_HUS,6.25,0
"Middleton, DeShon",DeShon Middleton,PRA_PAN,6.083333333,0
"Middleton, Jake",Jake Middleton,SAL_JAG,6.083333333,0
"Middleton, Mason",Mason Middleton,APP_MOU,6.166666667,0
"Midkiff, Daniel",Daniel Midkiff,LAM_CAR,6.166666667,0
"Miehe, Andrew",Andrew Miehe,PEN_QUA,6.166666667,0
"Miesse, Maddox",Maddox Miesse,ABI_WIL,6,0
"Mihailovich, Alex",Alex Mihailovich,BRO_BEA,5.833333333,0
"Mihalakis, Maddox",Maddox Mihalakis,ARI_WIL,6.166666667,0
"Mihalinac, Talon",Talon Mihalinac,NJI_HIG,6.083333333,0
"Mihos, Dean",Dean Mihos,COA_CHA,5.75,0
"Mikkelsen, Ty",Ty Mikkelsen,IOW_HAW,6,0
"Mikos, Brandon",Brandon Mikos,YSU_PEN,6.333333333,0
"Milam, Jaxon",Jaxon Milam,NIC_COL,6,0
"Milam, Steven",Steven Milam,LSU_TIG,5.666666667,0
"Milano, Gabriel",Gabriel Milano,MIA_HUR,6,0
"Milburn, Aiden",Aiden Milburn,BIN_BEA,6,0
"Miles, Cade",Cade Miles,JAC_GAM,6,0
"Miles, Huston",Hutson Miles,LIP_BIS,5.75,0
"Miles, Hutson",Hutson Miles,LIP_BIS,5.75,0
"Miles, Isaac",Isaac Miles,UNC_SPA,6.166666667,0
"Milewski, Kevin",Kevin Milewski,MSU_BDG,6.416666667,0
"Milford, Cooper",Cooper Milford,GEO_PAN,6,0
"Militello, Jackson",Jackson Militello,CHA_BUC,6.083333333,0
"Milius, Ethan",Ethan Milius,LIN_UNI,6.083333333,0
"Milk, Nate",Nate Milk,NIA_EAG,6,0
"Millard, William",Will Millard,ALA_LIO,5.916666667,0
"Miller, Alex",Alex Miller,MOR_EAG,6.5,0
"Miller, Andrew",Andy Miller,NIC_COL,6.25,0
"Miller, Brady",Brady Miller,BOC_EAG,6.416666667,0
"Miller, Brady",Brady Miller,LIP_BIS,5.916666667,0
"Miller, Brendon",Brendon Miller,FAI_STA,6.25,0
"Miller, Bryce",Bryce Miller,YAL_BUL,5.833333333,0
"Miller, Caden",Caden Miller,IND_SYC,6.083333333,0
"Miller, Caden",Caden Miller,UTS_ROA,6.166666667,0
"Miller, Cal",Cal Miller,UTA_UTE,5.916666667,0
"Miller, Charlie",Charlie Miller,SIU_SAL,6.25,0
